wfo_taxon_id,wfo_accepted_name,Genus,Family,Leaf area (mm2),Nmass (mg/g),LMA (g/m2),Plant height (m),Diaspore mass (mg),LDMC,SSD used (mg/mm3),logLA,logLDMC,logSLA,logSM,logH,logNmass,species_key
wfo-0000543492,Arctostaphylos crustacea,Arctostaphylos,Ericaceae,5.39,8.099382693,246.9135802,,,,0.0,1.6845453849209058,,1.3987168813084476,,,2.091787848033466,arctostaphylos crustacea
wfo-0000028808,Arnoseris minima,Arnoseris,Asteraceae,,,31.64556962,0.087171781,0.3817,0.09,0.0,7.094649697621226,-2.407945608651872,3.4531571206008667,-0.9631203192309532,-2.439874612826312,,arnoseris minima
wfo-0000291496,Aspidosperma quebracho-blanco,Aspidosperma,Apocynaceae,,16.70196208,204.0645726,9.0,130.8,,0.0,5.198386527922987,,1.589318802870776,4.873669439023098,2.19722457733622,2.8155262023416805,aspidosperma quebracho-blanco
wfo-0000212439,Astragalus armatus,Astragalus,Fabaceae,36.43,,95.29063914,0.341067868,11.5944,,0.0,3.5953926110204724,,2.3508236983300206,2.4505222229261694,-1.0756737951087834,,astragalus armatus
wfo-0000853648,Beckmannia syzigachne,Beckmannia,Poaceae,,,,0.91,0.5671,,0.0,,,,-0.5672196239621546,-0.0943106794712412,,beckmannia syzigachne
wfo-0000082220,Buphthalmum salicifolium,Buphthalmum,Asteraceae,914.0,19.73130707,38.88024883,0.402977859,0.4171,0.18,0.0,6.81783057145415,-1.7147984280919266,3.247268899461819,-0.8744292777792374,-0.9088736589913858,2.9822065656861523,buphthalmum salicifolium
wfo-0000575519,Bupleurum longifolium,Bupleurum,Apiaceae,,,,0.522209368,,,0.0,,,,,-0.6496866833912327,,bupleurum longifolium
wfo-0000184561,Butea monosperma,Butea,Fabaceae,,25.4,140.0560224,20.0,1032.679,,0.0,9.17895289873455,,1.9657127764154927,6.939911675426539,2.995732273553991,3.2347491740244907,butea monosperma
wfo-0000782062,Calycophyllum candidissimum,Calycophyllum,Rubiaceae,,19.93,54.4273174,28.9,,,0.0,7.717898518947206,,2.910889093071185,,3.3638415951183864,2.9922261342247034,calycophyllum candidissimum
wfo-0001296646,Calystegia soldanella,Calystegia,Convolvulaceae,,23.4,64.14870999,0.249246809,58.0512,0.12,0.0,6.599189995613932,-2.120263536200091,2.746551297397822,4.061325379764867,-1.3893116726293624,3.152736022363656,calystegia soldanella
wfo-0000781862,Campsis radicans,Campsis,Bignoniaceae,6581.2,,39.37005185,0.6,2.9052,,0.0,8.791972378512495,,3.234749857034724,1.066502234749876,-0.5108256237659907,,campsis radicans
wfo-0000344977,Carex bohemica,Carex,Cyperaceae,,,,0.165826887,0.2349,,0.0,,,,-1.44859538731727,-1.796810884168958,,carex bohemica
wfo-0000808950,Caryopteris incana,Caryopteris,Lamiaceae,,,,0.725900585,,,0.0,,,,,-0.3203422087955379,,caryopteris incana
wfo-0000042022,Centaurea uniflora,Centaurea,Asteraceae,,24.5,61.84291899,0.251141447,3.6,,0.0,,,2.783157673520716,1.2809338454620642,-1.381738964711391,3.198673117550681,centaurea uniflora
wfo-0000841021,Cheirodendron trigynum,Cheirodendron,Araliaceae,11101.12,13.69085657,103.3600064,8.305555556,16.3467,,0.0,9.314801283111173,,2.269537177028343,2.79402604210948,2.116924634988088,2.6167282063714854,cheirodendron trigynum
wfo-0000126944,Cirsium tuberosum,Cirsium,Asteraceae,5196.13,,85.47008547,0.527726567,3.1481,0.17,0.0,8.555669396723088,-1.7719568419318752,2.4595888418047105,1.146799096251384,-0.6391769949448449,,cirsium tuberosum
wfo-0000607432,Cistus libanotis,Cistus,Cistaceae,,15.1,271.7391304,1.0,24.28,,0.0,4.109233174715851,,1.3029127523088395,3.1896529661912973,0.0,2.714694743820879,cistus libanotis
wfo-0000924760,Cornus mas,Cornus,Cornaceae,1589.15,12.8,37.41643146,4.158667033,166.8013,,0.0,7.370954561074489,,3.285645327194634,5.116803283659263,1.4251945981665746,2.5494451709255714,cornus mas
wfo-0000925375,Corylus sieboldiana var. mandshurica,Corylus,Betulaceae,,21.18387287,28.95715911,5.147356856,,,0.0,8.212796199787434,,3.5419378133068364,,1.638483351082441,3.053240178509249,corylus sieboldiana var. mandshurica
wfo-0001016148,Crataegus maximowiczii,Crataegus,Rosaceae,,,,5.11777312,,,0.0,,,,,1.6327194069386672,,crataegus maximowiczii
wfo-0001132454,Cruciata taurica,Cruciata,Rubiaceae,,,,,11.17,,0.0,,,,2.413231613081109,,,cruciata taurica
wfo-0000634284,Cynoglottis barrelieri,Cynoglottis,Boraginaceae,,,,0.432674871,,,0.0,,,,,-0.8377687083163778,,cynoglottis barrelieri
wfo-0000936788,Dactylorhiza majalis subsp. purpurella,Dactylorhiza,Orchidaceae,,,,0.25,,,0.0,,,,,-1.3862943611198906,,dactylorhiza majalis subsp. purpurella
wfo-0000656761,Drimys winteri,Drimys,Winteraceae,,8.990680452,141.2954597,14.7758419,7.481,,0.0,8.046229101075378,,1.956902122150444,2.012366472890268,2.692993543056263,2.1961885354968365,drimys winteri
wfo-0000867128,Enneapogon cenchroides,Enneapogon,Poaceae,,13.85617736,,0.387298335,0.2078,,0.0,,,,-1.57117920031701,-0.9485599914637,2.628731151969104,enneapogon cenchroides
wfo-0000794345,Ephedra distachya subsp. helvetica,Ephedra,Ephedraceae,,,,0.327106631,,,0.0,,,,,-1.1174690725552283,,ephedra distachya subsp. helvetica
wfo-0000668928,Epilobium ciliatum subsp. glandulosum,Epilobium,Onagraceae,110.0,,39.0625,,0.08,0.1,0.0,4.700480365792417,-2.302585092994045,3.242592351485517,-2.525728644308256,,,epilobium ciliatum subsp. glandulosum
wfo-0000070712,Erigeron caucasicus,Erigeron,Asteraceae,,30.57,46.06172271,,0.28,0.18,0.0,6.437927634250219,-1.7147984280919266,3.0777729838561005,-1.272965675812887,,3.420019135902743,erigeron caucasicus
wfo-0000675706,Eriogonum wrightii,Eriogonum,Polygonaceae,309.78,20.35,29.268,0.6,0.7289,0.39797874,0.0,5.735862368119613,-0.9213566922098698,3.5312605099603536,-0.3162187305939698,-0.5108256237659907,3.013080911888604,eriogonum wrightii
wfo-0000415114,Eriophorum scheuchzeri,Eriophorum,Cyperaceae,,22.68,100.4016064,0.189173314,0.62,,0.0,,,2.298577071852507,-0.4780358009429998,-1.6650916788239816,3.121483478859551,eriophorum scheuchzeri
wfo-0000676925,Erodium laciniatum,Erodium,Geraniaceae,,,,0.2,1.24,,0.0,,,,0.2151113796169455,-1.6094379124341005,,erodium laciniatum
wfo-0000681136,Euclea undulata,Euclea,Ebenaceae,193.26,,,6.0,37.19,,0.0,5.264036432571163,,,3.6160399079369774,1.791759469228055,,euclea undulata
wfo-0000690200,Ficus sarmentosa,Ficus,Moraceae,2716.62,34.66039604,65.38145282,,,,0.0,7.907143739505146,,2.727516656764406,,,3.545597710650338,ficus sarmentosa
wfo-0000690599,Ficus thonningii,Ficus,Moraceae,,,,21.21320344,0.32,,0.0,,,,-1.1394342831883648,3.054623791589769,,ficus thonningii
wfo-0000693036,Fumana laevipes,Fumana,Cistaceae,,,109.7312187,0.1,1.1331,,0.0,1.3762440252663892,,2.2097213696891496,0.1249572394043838,-2.302585092994045,,fumana laevipes
wfo-0000768544,Gagea lutea,Gagea,Liliaceae,,,41.83225358,0.195204178,3.3373,0.1,0.0,6.447305862541213,-2.302585092994045,3.174087620248167,1.2051620968371548,-1.633709201543676,,gagea lutea
wfo-0000697326,Gentiana cruciata,Gentiana,Gentianaceae,,,,0.330975092,0.1396,,0.0,,,,-1.968974088653865,-1.1057121571918411,,gentiana cruciata
wfo-0000973040,Glochidion acuminatum,Glochidion,Phyllanthaceae,1636.7,20.26,65.3,6.0,,,0.0,7.4004372985118385,,2.728763242699752,,1.791759469228055,3.0086484988205373,glochidion acuminatum
wfo-0000973503,Glochidion puberum,Glochidion,Phyllanthaceae,700.0,15.84221359,61.22421095,1.93433642,11.11,,0.0,6.551080335043404,,2.793212563936222,2.4078456036515385,0.6597643322654367,2.7626781234660336,glochidion puberum
wfo-0000976242,Guettarda scabra,Guettarda,Rubiaceae,,8.1,,10.0584,,,0.0,,,,,2.3084081062968345,2.091864061678393,guettarda scabra
wfo-0000717359,Helianthemum caput-felis,Helianthemum,Cistaceae,,,,0.18,5.23,,0.0,,,,1.6544112780768316,-1.7147984280919266,,helianthemum caput-felis
wfo-0000036299,Helichrysum lanceolatum,Helichrysum,Asteraceae,188.58,,40.37141704,3.0,,,0.0,5.239522320037532,,3.2096332434204684,,1.0986122886681098,,helichrysum lanceolatum
wfo-0000720684,Herniaria hirsuta,Herniaria,Caryophyllaceae,,,32.5158523,0.103504411,0.0608,0.186547581,0.0,2.767576180416237,-1.67906894643201,3.426027545487264,-2.800165490010016,-2.2681410488273617,,herniaria hirsuta
wfo-0000101337,Hieracium lachenalii subsp. cruentifolium,Hieracium,Asteraceae,3674.5,,22.21207828,0.6,0.3922,0.134164079,0.0,8.209172347968925,-2.0086917579341463,3.8071190713878447,-0.9359833652198912,-0.5108256237659907,,hieracium lachenalii subsp. cruentifolium
wfo-0000727185,Hypecoum procumbens,Hypecoum,Papaveraceae,,,,0.4,,,0.0,,,,,-0.916290731874155,,hypecoum procumbens
wfo-0001096105,Koeleria vallesiana,Koeleria,Poaceae,76.49,19.71816868,79.63893382,0.1426344635,0.4248,0.34099121,0.0,4.337160013333775,-1.0758985791569555,2.5302521873694763,-0.8561368090544079,-1.9474701206785912,2.981540478736404,koeleria vallesiana
wfo-0000356625,Kundmannia sicula,Kundmannia,Apiaceae,,,,,5.21,,0.0,,,,1.6505798557652755,,,kundmannia sicula
wfo-0000360755,Laserpitium halleri,Laserpitium,Apiaceae,,22.35,77.45853754,0.65,,0.300486,0.0,10.132273157489736,-1.2023541151104795,2.5580124852699946,,-0.4307829160924542,3.106826321059578,laserpitium halleri
wfo-0000445615,Lathraea squamaria,Lathraea,Orobanchaceae,,,,0.281791172,0.6536,,0.0,,,,-0.425259735436344,-1.2665890071906625,,lathraea squamaria
wfo-0000224207,Lavandula pedunculata,Lavandula,Lamiaceae,,,,,0.2148,,0.0,,,,-1.5380479163474274,,,lavandula pedunculata
wfo-0001279386,Rhododendron groenlandicum,Rhododendron,Ericaceae,249.96,13.579449,111.9968836,0.622405257,0.0126,,0.0,5.521300905060881,,2.189284233074165,-4.374058465024705,-0.4741638598168643,2.608557546933308,rhododendron groenlandicum
wfo-0000023753,Leontodon incanus,Leontodon,Asteraceae,,,46.8164794,0.197697094,1.22,0.15,0.0,6.662493922414308,-1.8971199848858813,3.061520014107994,0.1988508587451651,-1.6210192479525458,,leontodon incanus
wfo-0001303537,Limonium caspium,Limonium,Plumbaginaceae,,,,,0.17,,0.0,,,,-1.7719568419318752,,,limonium caspium
wfo-0000365428,Lindera aggregata,Lindera,Lauraceae,,11.77516956,79.3643824,5.0,,,0.0,6.551080335043404,,2.5337055957559924,,1.6094379124341005,2.4659930397988026,lindera aggregata
wfo-0000359590,Lonicera iberica,Lonicera,Caprifoliaceae,,,80.32128514,1.25,3.67,,0.0,6.1781515614115765,,2.5217206229177167,1.3001916620664788,0.2231435513142097,,lonicera iberica
wfo-0000443230,Lophira lanceolata,Lophira,Ochnaceae,,,,12.5,841.51,,0.0,8.335237167806888,,,6.735197897101547,2.525728644308256,,lophira lanceolata
wfo-0001292555,Maytenus vitis-idaea,Maytenus,Celastraceae,486.94,15.20149973,186.9889593,2.202774278,46.2,,0.0,6.188140912207021,,1.6767057050470198,3.832979798087693,0.7897176013814126,2.721394089432385,maytenus vitis-idaea
wfo-0001079605,Miconia dichrophylla,Miconia,Melastomataceae,,,,,,,0.0,9.159047077588632,,,,,,miconia dichrophylla
wfo-0000880921,Muhlenbergia schreberi,Muhlenbergia,Poaceae,,15.62013669,29.67,0.97,0.6,0.343731,0.0,4.857328702370825,-1.0678959042562222,3.5176188446794066,-0.5108256237659907,-0.0304592074847085,2.748560895333558,muhlenbergia schreberi
wfo-0001067742,Opopanax chironium,Opopanax,Apiaceae,,,,,6.36,,0.0,,,,1.8500283773520307,,,opopanax chironium
wfo-0000506766,Chaerophyllum andicola,Chaerophyllum,Apiaceae,216.8,29.50176396,92.51274148,0.032554056,2.8,,0.0,5.378975269565491,,2.3804088982201,1.029619417181158,-3.424853309795597,3.3844500568123466,chaerophyllum andicola
wfo-0001113307,Osmundastrum cinnamomeum,Osmundastrum,Osmundaceae,,,32.90556104,1.49,2.2e-05,,0.0,,,3.414113606923101,-10.724468104605958,0.3987761199573678,,osmundastrum cinnamomeum
wfo-0000041850,Ozothamnus leptophyllus,Ozothamnus,Asteraceae,,10.88999541,165.8326906,1.5,0.155,,0.0,2.7479117345273405,,1.7967758868380046,-1.8643301620628905,0.4054651081081644,2.387844515457177,ozothamnus leptophyllus
wfo-0000470872,Pedicularis nordmanniana,Pedicularis,Orobanchaceae,,25.220567,43.09260923,,0.34,0.194935887,0.0,5.9210957294411,-1.6350845590952865,3.144403776159106,-1.0788096613719298,,3.227659812441072,pedicularis nordmanniana
wfo-0000475205,Pedicularis tuberosa,Pedicularis,Orobanchaceae,357.07,23.24,83.46410224,0.2,,0.26638,0.0,5.877931840990149,-1.3228314182092524,2.483338652857955,,-1.6094379124341005,3.1458749319837103,pedicularis tuberosa
wfo-0001017550,Physocarpus opulifolius,Physocarpus,Rosaceae,2150.0,,41.00041,2.952884995,0.6959,,0.0,7.673223121121708,,3.194173212327829,-0.3625493071313327,1.082782656862869,,physocarpus opulifolius
wfo-0000482662,Picea schrenkiana,Picea,Pinaceae,11.0,,,60.0,,,0.0,2.3978952727983707,,,,4.0943445622221,,picea schrenkiana
wfo-0000890707,Piptatherum holciforme,Piptatherum,Poaceae,,,,,6.05,,0.0,,,,1.80005827204275,,,piptatherum holciforme
wfo-0001426605,Achnatherum virescens,Achnatherum,Poaceae,1800.0,,37.92907877,0.46,3.3569,,0.0,7.495541943884256,,3.2720372112113965,1.211017929052573,-0.7765287894989963,,achnatherum virescens
wfo-0000728869,Potamogeton coloratus,Potamogeton,Potamogetonaceae,999.6,,,0.06407443,0.448,,0.0,6.907355198960797,,,-0.8029620465671519,-2.747709902596775,,potamogeton coloratus
wfo-0001106750,Protea coronata,Protea,Proteaceae,1473.68,,167.6833146,1.519321271,35.15,,0.0,7.295517952843962,,1.7856781106307102,3.5596246182566738,0.4182637028961354,,protea coronata
wfo-0001107402,Pteridium aquilinum,Pteridium,Dennstaedtiaceae,,25.01895541,56.73805838,1.611970256,2.2e-05,,0.0,,,2.8693100697851026,-10.724468104605958,0.4774571923013002,3.219633753967361,pteridium aquilinum
wfo-0001141237,Pterospermum niveum,Pterospermum,Malvaceae,,,,20.0,,,0.0,,,,,2.995732273553991,,pterospermum niveum
wfo-0000291754,Quercus longinux,Quercus,Fagaceae,,20.5,89.3,15.0,,,0.0,7.02108396428914,,2.415753791099684,,2.70805020110221,3.0204248861443626,quercus longinux
wfo-0001129401,Ranunculus carolinianus,Ranunculus,Ranunculaceae,1454.0,,27.99552072,0.178885438,,0.22,0.0,7.282073658093465,-1.5141277326297755,3.5757107558898986,,-1.721009689209145,,ranunculus carolinianus
wfo-0000404478,Rheum rhabarbarum,Rheum,Polygonaceae,9050.0,,,0.895968349,19.1,,0.0,9.110520036693972,,,2.9496883350525844,-0.1098501914079269,,rheum rhabarbarum
wfo-0001229749,Rhododendron latoucheae,Rhododendron,Ericaceae,2796.3,11.51,121.2,4.0,,,0.0,7.936052393735221,,2.1103132053469227,,1.3862943611198906,2.4432162227337915,rhododendron latoucheae
wfo-0001049906,Rhus integrifolia,Rhus,Anacardiaceae,,,,,69.6675,,0.0,,,,4.243733924947649,,,rhus integrifolia
wfo-0000513576,Rhynchospora alba,Rhynchospora,Cyperaceae,,13.09,43.53301918,0.270625795,0.4272,0.337259,0.0,5.662960480135946,-1.0869040978159523,3.1342355672198656,-0.8505029913361519,-1.3070182425853558,2.5718485799218085,rhynchospora alba
wfo-0000405161,Ribes nigrum,Ribes,Grossulariaceae,,18.95182632,62.71524691,1.211266451,0.86,,0.0,8.607236799875228,,2.769150688496586,-0.1508228897345836,0.1916664659675519,2.941900302610187,ribes nigrum
wfo-0000400136,Rumex stenophyllus,Rumex,Polygonaceae,4909.81,,42.88185354,0.647828912,0.98,0.129614814,0.0,8.498990523502158,-2.0431881960407896,3.149306536941129,-0.0202027073175194,-0.4341286421818753,,rumex stenophyllus
wfo-0000929163,Salix daphnoides,Salix,Salicaceae,590.0,,94.07337723,7.207290618,0.14,,0.0,6.380122536899765,,2.3636801923989563,-1.9661128563728327,1.975093099536124,,salix daphnoides
wfo-0000739865,Scilla siberica,Scilla,Asparagaceae,477.0,,36.3372093,0.143697663,7.6825,0.1,0.0,6.1675164908883415,-2.302585092994045,3.314913013129143,2.038945015022503,-1.94004374907742,,scilla siberica
wfo-0001109648,Selaginella kraussiana,Selaginella,Selaginellaceae,,,,0.031622777,,,0.0,,,,,-3.453877626895204,,selaginella kraussiana
wfo-0000005604,Senecio smithii,Senecio,Asteraceae,,,,0.896280949,,,0.0,,,,,-0.1095013560048178,,senecio smithii
wfo-0000440634,Silene elisabethae,Silene,Caryophyllaceae,,,69.995,0.123310604,0.5144,0.178007,0.0,,-1.725932403620596,2.6593314680553486,-0.6647541060587275,-2.093048870887706,,silene elisabethae
wfo-0000742571,Smilax lanceifolia,Smilax,Smilacaceae,700.0,11.72537198,50.49520706,,,,0.0,6.551080335043404,,2.985876856908004,,,2.4617550392022385,smilax lanceifolia
wfo-0000985407,Spiraea douglasii,Spiraea,Rosaceae,,,,1.787456293,0.1532,,0.0,,,,-1.876011021675646,0.5807935438185522,,spiraea douglasii
wfo-0000455065,Thesium pyrenaicum,Thesium,Santalaceae,69.33,,26.17900874,0.219985156,4.24,0.177918407,0.0,4.238877712954399,-1.7264302214222322,3.642797382471607,1.4445632692438664,-1.514195207633435,,thesium pyrenaicum
wfo-0000458897,Thouinidium decandrum,Thouinidium,Sapindaceae,,19.461336,90.74886554,,,,0.0,,,2.3996593068519534,,,2.968429728049814,thouinidium decandrum
wfo-0000411338,Torilis leptophylla,Torilis,Apiaceae,,,42.31013422,0.22,1.1772,,0.0,4.771955003632917,,3.1627286419555,0.1631387373771806,-1.5141277326297755,,torilis leptophylla
wfo-0001429181,Leptochloa crinita,Leptochloa,Poaceae,,18.88044201,81.53681449,0.55,0.2011,0.44502427,0.0,,-0.8096264589772691,2.50670064919252,-1.6039529822035308,-0.5978370007556204,2.938126571989919,leptochloa crinita
wfo-0000425713,Veronica fruticans,Veronica,Plantaginaceae,17.46,,58.41121495,0.085917565,0.1322,0.24,0.0,2.859912550411456,-1.4271163556401458,2.840247370769596,-2.023439351564551,-2.4543669889397504,,veronica fruticans
wfo-0000421819,Vitis rotundifolia,Vitis,Vitaceae,,,26.81294412,9.14,32.34,,0.0,7.274853709145111,,3.618870518514997,3.4763048541489607,2.2126603854660587,,vitis rotundifolia
wfo-0001336881,Vachellia robusta,Vachellia,Fabaceae,8198.9,22.71136727,139.0076927,7.953794772,134.8674,,0.0,9.011755277912457,,1.9732260042173544,4.904292073519858,2.073649144591926,3.1228655599414643,vachellia robusta
wfo-0000514846,Acer pictum,Acer,Sapindaceae,2600.94,16.0,39.34672599,18.31670917,28.7102,,0.0,7.86362819713183,,3.2353425098673934,3.3572524603225715,2.907813712651986,2.772588722239781,acer pictum
wfo-0000080123,Ageratina altissima,Ageratina,Asteraceae,,34.24,22.8,,0.16,,0.0,,,3.7809947430217417,-1.8325814637483104,,3.5333945512735414,ageratina altissima
wfo-0000756848,Allium obliquum,Allium,Amaryllidaceae,,,,0.482241307,3.2573,,0.0,,,,1.180898631355335,-0.7293106532789333,,allium obliquum
wfo-0000944034,Alnus acuminata,Alnus,Betulaceae,700.0,,,,,,0.0,6.551080335043404,,,,,,alnus acuminata
wfo-0000529826,Alyssum rostratum,Alyssum,Brassicaceae,,,,0.110668192,,,0.0,,,,,-2.2012188156962145,,alyssum rostratum
wfo-0000536323,Angelica pachycarpa,Angelica,Apiaceae,,,,,3.36,,0.0,,,,1.2119409739751128,,,angelica pachycarpa
wfo-0000635866,Asphodeline lutea,Asphodeline,Asphodelaceae,,,,1.05,14.84,,0.0,,,,2.6973262377392344,0.048790164169432,,asphodeline lutea
wfo-0000302902,Avicennia germinans,Avicennia,Acanthaceae,,18.0,132.1380342,9.14,10120.0,,0.0,7.002665378765122,,2.023908189137037,9.222268942841456,2.2126603854660587,2.8903717578961645,avicennia germinans
wfo-0000313273,Balanites aegyptiaca,Balanites,Zygophyllaceae,,,,15.0,1260.2707,,0.0,,,,7.139081818140284,2.70805020110221,,balanites aegyptiaca
wfo-0000565759,Biscutella laevigata,Biscutella,Brassicaceae,877.94,30.95,52.65735113,0.220140707,4.3149,0.118946,0.0,6.777578254170188,-2.1290856703732013,2.943949427546392,1.462074149295816,-1.5134883597994258,3.432372999130605,biscutella laevigata
wfo-0001083143,Blastus cochinchinensis,Blastus,Melastomataceae,9500.0,17.29638594,29.54154391,1.7,0.01,,0.0,9.159047077588632,,3.521957738180354,-4.605170185988091,0.5306282510621704,2.85049757447769,blastus cochinchinensis
wfo-0000855870,Bromus lanceolatus,Bromus,Poaceae,83.34,21.16858511,36.99258917,0.352806194,2.7367,0.270459756,0.0,4.422928625994308,-1.3076319681040092,3.2970376791018774,1.0067528149900142,-1.041836398314275,3.0525182482415323,bromus lanceolatus
wfo-0000581660,Caltha palustris,Caltha,Ranunculaceae,6216.07,34.58116402,36.2434535,0.248220033,1.0116,0.128301373,0.0,8.734893153245338,-2.0533733059369026,3.3174965070938,0.011533235813673,-1.393439696334191,3.543309141342739,caltha palustris
wfo-0000100150,Centaurea stoebe subsp. australis,Centaurea,Asteraceae,,,,,1.32,,0.0,,,,0.2776317365982795,,,centaurea stoebe subsp. australis
wfo-0000595976,Cerastium pedunculatum,Cerastium,Caryophyllaceae,48.91,23.51807032,28.65388085,0.043088694,,0.097582562,0.0,3.8899818745512658,-2.3270564695589115,3.5524663877523093,,-3.144494636470008,3.1577690754469283,cerastium pedunculatum
wfo-0000838907,Chamaedorea pinnatifrons,Chamaedorea,Arecaceae,,17.67498232,40.93327876,4.0,119.855,,0.0,9.55264556378984,,3.195811885162849,4.786282678825374,1.3862943611198906,2.872150211499251,chamaedorea pinnatifrons
wfo-0000605450,Cinnamomum subavenium,Cinnamomum,Lauraceae,1108.4,11.9,90.1,20.0,106.0,,0.0,7.010672812988823,,2.406835114367845,4.663439094112067,2.995732273553991,2.476538400117484,cinnamomum subavenium
wfo-0000610199,Clematis ligusticifolia,Clematis,Ranunculaceae,,,,0.3,2.8439,,0.0,8.074960359115858,,,1.0451763495787834,-1.203972804325936,,clematis ligusticifolia
wfo-0000890029,Clethra scabra,Clethra,Clethraceae,3000.0,,222.2222222,,,,0.0,8.006367567650246,,1.5040773968762742,,,,clethra scabra
wfo-0000988173,Crataegus azarolus,Crataegus,Rosaceae,,,,6.32455532,245.5653,,0.0,,,,5.503562899646138,1.8444397270037216,,crataegus azarolus
wfo-0000931408,Croton lachnostachyus,Croton,Euphorbiaceae,,32.707987200000005,44.00386794,1.15,8.4,,0.0,,,3.123477741200261,2.128231705849268,0.1397619423751586,3.487619304958087,croton lachnostachyus
wfo-0000629352,Cunonia capensis,Cunonia,Cunoniaceae,1380.0,,182.4817518,,,,0.0,7.22983877815125,,1.7011051010959242,,,,cunonia capensis
wfo-0000335898,Dactylorhiza majalis subsp. sphagnicola,Dactylorhiza,Orchidaceae,,,47.68717215,0.291719043,,0.11,0.0,7.390798521735676,-2.2072749131897207,3.0430928449283288,,-1.231964121414472,,dactylorhiza majalis subsp. sphagnicola
wfo-0000765004,Damasonium alisma,Damasonium,Alismataceae,,,,0.3,1.4526,,0.0,8.058960017769417,,,0.3733550541899307,-1.203972804325936,,damasonium alisma
wfo-0000638630,Daucus pusillus,Daucus,Apiaceae,138.28,,84.95947327,0.129809618,0.7246,,0.0,4.929280615053424,,2.4655809212487814,-0.3221355005211602,-2.041686378844063,,daucus pusillus
wfo-0000209832,Desmodium ciliare,Desmodium,Fabaceae,,,74.96251874,0.641710917,2.65,0.419880936,0.0,4.511848028756718,-0.8677840936086796,2.590767040495878,0.9745596399981308,-0.4436173617476595,,desmodium ciliare
wfo-0000651502,Dirca occidentalis,Dirca,Thymelaeaceae,1362.36,24.76908373,51.64195952,1.977371993,14.0695,,0.0,7.216973768964443,,2.963420767945152,2.6440093338921566,0.681768686832498,3.2095962516987915,dirca occidentalis
wfo-0000212135,Lotus hirsutus,Lotus,Fabaceae,56.0,31.92,61.92821945,0.35408865,4.505,0.361049,0.0,4.02535169073515,-1.0187415957882695,2.7817793154546897,1.5051878910603012,-1.038207973470337,3.463232772581608,lotus hirsutus
wfo-0001113730,Elaphoglossum peltatum,Elaphoglossum,Dryopteridaceae,,,73.04601899,0.15,2.2e-05,,0.0,,,2.6166656393272576,-10.724468104605958,-1.8971199848858813,,elaphoglossum peltatum
wfo-0000084607,Elephantopus carolinianus,Elephantopus,Asteraceae,,,90.4159132,0.82,0.863,,0.0,,,2.403334996102189,-0.1473405878987091,-0.1984509387238383,,elephantopus carolinianus
wfo-0000669947,Epimedium alpinum,Epimedium,Berberidaceae,,,,0.253621609,,,0.0,,,,,-1.3719118510586097,,epimedium alpinum
wfo-0000682137,Euonymus verrucosus,Euonymus,Celastraceae,9500.0,20.85813708,29.19592864,1.523836256,18.0233,,0.0,9.159047077588632,,3.5337260095661724,2.8916653652696827,0.4212310079224269,3.037744139736108,euonymus verrucosus
wfo-0000966765,Faramea multiflora,Faramea,Rubiaceae,5166.18,37.62522221,38.23594548,4.0,,,0.0,8.54988881625435,,3.263979224663006,,1.3862943611198906,3.627674628965221,faramea multiflora
wfo-0000870744,Festuca idahoensis,Festuca,Poaceae,,10.92,,0.6,1.0351,,0.0,,,,0.0344980404075673,-0.5108256237659907,2.390595970316759,festuca idahoensis
wfo-0000690714,Ficus tsjakela,Ficus,Moraceae,,,,11.0,8.0498,,0.0,,,,2.08564724640134,2.3978952727983707,,ficus tsjakela
wfo-0000971206,Gardenia ternifolia,Gardenia,Rubiaceae,6276.54,,,3.556893304,15.7435,,0.0,8.744574152216527,,,2.756427581675516,1.2688874964523282,,gardenia ternifolia
wfo-0000703389,Gironniera nervosa,Gironniera,Cannabaceae,,24.15772321,84.23936724,18.49028967,,,0.0,8.659340113551764,,2.474092922580639,,2.9172457115824297,3.1846041306292463,gironniera nervosa
wfo-0000745330,Grafia golaka,Grafia,Apiaceae,,,,0.654213262,,,0.0,,,,,-0.4243218919952831,,grafia golaka
wfo-0001215311,Hackelia virginiana,Hackelia,Boraginaceae,,25.09,40.32697548,,2.36,,0.0,,,3.2107346672061223,0.8586616190375187,,3.222469360378331,hackelia virginiana
wfo-0000714907,Halocarpus bidwillii,Halocarpus,Podocarpaceae,27.25,11.19499888,261.3865152,1.875777455,,,0.0,3.305053521109253,,1.341755065962754,,0.6290232161485259,2.4154671500060503,halocarpus bidwillii
wfo-0000979651,Hedera canariensis,Hedera,Araliaceae,4000.0,,88.57395926,10.0,,,0.0,8.294049640102028,,2.4239173781161707,,2.302585092994046,,hedera canariensis
wfo-0001135392,Heuchera americana,Heuchera,Saxifragaceae,,,,0.4,,,0.0,,,,,-0.916290731874155,,heuchera americana
wfo-0000727936,Hypericum majus,Hypericum,Hypericaceae,,,,0.7,0.01,,0.0,,,,-4.605170185988091,-0.3566749439387324,,hypericum majus
wfo-0001141840,Impatiens pallida,Impatiens,Balsaminaceae,1512.64,13.0,12.46459153,1.4,0.64,0.210186223,0.0,7.321611747604871,-1.5597613650279074,4.384863331897734,-0.4462871026284195,0.3364722366212129,2.5649493574615367,impatiens pallida
