"formula","AIC","AICc","cv_mean","cv_sd"
"target_y ~ pc_trait_1 + pc_trait_2 + pc_trait_3 + pc_trait_4 + precip_cv + tmin_mean + mat_mean + precip_mean + lma_la + size_temp + p_phylo_L + is_woody + les_seasonality + SIZE + s(lma_precip, bs=""ts"", k=5) + s(logLA, bs=""ts"", k=5) + s(LES_core, bs=""ts"", k=5) + s(height_ssd, bs=""ts"", k=5) + s(EIVEres_M, bs=""ts"", k=5) + te(pc_trait_1, mat_mean, k=c(5,5), bs=c(""tp"",""tp""), m=1) + ti(SIZE, mat_mean, k=c(4,4), bs=c(""tp"",""tp""), m=1) + ti(LES_core, temp_seasonality, k=c(4,4), bs=c(""tp"",""tp""), m=1) + ti(LES_core, drought_min, k=c(4,4), bs=c(""tp"",""tp""), m=1) + s(Family, bs=""re"")",2032.78997191446,2050.80122074833,0.425181635102331,0.0739529085680088
