Value,Std.Error,t-value,p-value,term
5.9449303178169846,5.273451924148364,1.127331850811755,0.2600253330418738,(Intercept)
-0.44467817626929107,0.06413918155611131,-6.933019185476669,1.0101318622830367e-11,LES
-0.7724287829540661,0.11801590724301136,-6.545124305688102,1.2207086555982082e-10,SIZE
-0.34085203686736326,0.11161801437238145,-3.0537367895670346,0.0023540724437402147,logLA
