formula,AIC,AICc,adj_r2,dev_explained,n_params,cv_mean,cv_sd,rmse_mean,rmse_sd,n_folds
"target_y ~ logSM + log_ldmc_minus_log_la + logLA + logH + logSSD + LES_core + SIZE + Nmass + mat_mean + temp_range + drought_min + precip_warmest_q + wood_precip + height_temp + lma_precip + les_drought + p_phylo_R + EIVEres_N + is_woody + SIZE:logSSD + s(phh2o_5_15cm_mean, k=5) + s(phh2o_5_15cm_p90, k=5) + s(phh2o_15_30cm_mean, k=5) + s(EIVEres_N, k=5) + ti(ph_rootzone_mean, drought_min, k=c(4,4)) + s(p_phylo_R, bs=""re"")",2213.6493539059747,2216.3125489406852,0.28257563319870094,0.3115183580847509,26.456145969120275,0.23730196643358512,0.12050011864638832,1.3958322159091137,0.0930108107066209,50
