TRY 30 AccSpecies ID,Species name standardized against TPL,Taxonomic level,Status according to TPL,Genus,Family,Phylogenetic Group within angiosperms,Phylogenetic Group General,Adaptation to terrestrial or aquatic habitats,Woodiness,Growth Form,Succulence,Nutrition type (parasitism),Nutrition type (carnivory),Leaf type,Leaf area (mm2),Leaf area (n.o.),Nmass (mg/g),Nmass (n.o.),LMA (g/m2),LMA (n.o.),Plant height (m),Plant height (n.o.),Diaspore mass (mg),Diaspore mass (n.o.),SSD observed (mg/mm3),SSD (n.o.),LDMC (g/g),LDMC (n.o.),SSD imputed (mg/mm3),SSD combined (mg/mm3),Number of traits with values
50468,Sisyrinchium montanum,species,accepted,Sisyrinchium,Iridaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,182.46,9,NA,NA,51.42576829,9,0.22,12,0.8143,7,NA,NA,NA,NA,NA,NA,4
50487,Sium latifolium,species,accepted,Sium,Apiaceae,Angiosperm_other_Eudicotyledon,Angiosperm,aquatic,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,12207.96,16,NA,NA,27.92653906,17,0.942906864,11,1.4208,11,NA,NA,0.145715842,15,0.172225101,0.172225101,5
98000,Sium sisarum,species,accepted,Sium,Apiaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.8,2,NA,NA,NA,NA,NA,NA,NA,NA,1
50553,Smilax aspera,species,accepted,Smilax,Smilacaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,woody,climber,NA,independent,NA,broadleaved,1221.02,18,13.12326179,5,106.8376068,16,1.214789,18,38.129,8,NA,NA,NA,NA,NA,NA,5
50600,Smyrnium olusatrum,species,accepted,Smyrnium,Apiaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,6838,3,NA,NA,25.25252525,2,0.843432665,15,29.1793,26,NA,NA,0.15,2,0.17447,0.17447,5
50601,Smyrnium perfoliatum,species,accepted,Smyrnium,Apiaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,6991.5,5,NA,NA,32.24766204,5,0.659181849,9,3.9947,12,NA,NA,0.24,5,0.22163,0.22163,5
50755,Solanum americanum,species,accepted,Solanum,Solanaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,772.66,10,NA,NA,43.73003555,9,0.922288031,43,1.0997,106,NA,NA,0.122474487,4,0.160046631,0.160046631,5
50641,Solanum bonariense,species,accepted,Solanum,Solanaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1
50655,Solanum carolinense,species,accepted,Solanum,Solanaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,23.31918738,2,60.32258075,5,NA,NA,2.44,6,NA,NA,NA,NA,NA,NA,3
50660,Solanum chenopodioides,species,accepted,Solanum,Solanaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,650.23,1,NA,NA,31.44654088,1,0.6,9,0.31,7,NA,NA,NA,NA,NA,NA,4
50679,Solanum dulcamara,species,accepted,Solanum,Solanaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,climber,NA,independent,NA,broadleaved,1408.31,76,39.56191837,26,28.65708511,105,1.012282515,50,1.489,44,0.23,3,NA,NA,NA,0.23,6
50681,Solanum elaeagnifolium,species,accepted,Solanum,Solanaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,197.05,3,NA,NA,85.10638298,4,0.131645744,6,5.5798,9,0.36,2,NA,NA,NA,0.36,5
50732,Solanum linnaeanum,species,accepted,Solanum,Solanaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,2.5,NA,5.26,6,NA,NA,NA,NA,NA,NA,2
50734,Solanum lycopersicum,species,accepted,Solanum,Solanaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,225,4,NA,NA,NA,NA,1.652271164,6,NA,NA,NA,NA,NA,NA,NA,NA,2
50745,Solanum melongena,species,accepted,Solanum,Solanaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid/shrub,NA,independent,NA,broadleaved,3776.42,4,NA,NA,72.99270073,2,0.805,8,3.8606,10,NA,NA,NA,NA,NA,NA,4
50772,Solanum physalifolium,species,accepted,Solanum,Solanaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,climber,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,1
50777,Solanum pseudocapsicum,species,accepted,Solanum,Solanaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub,NA,independent,NA,broadleaved,NA,NA,36.9,1,47.45962432,1,0.774596669,4,2.6608,8,NA,NA,NA,NA,NA,NA,4
71593,Solanum retroflexum,species,accepted,Solanum,Solanaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,1.5,6,NA,NA,NA,NA,NA,NA,1
50794,Solanum rostratum,species,accepted,Solanum,Solanaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,41.54,1,62,10,0.7,4,3.0728,17,NA,NA,NA,NA,NA,NA,4
50802,Solanum sarrachoides,species,accepted,Solanum,Solanaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.4,1,NA,NA,NA,NA,NA,NA,NA,NA,1
50831,Solanum torvum,species,accepted,Solanum,Solanaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,NA,NA,independent,NA,broadleaved,5083.09,9,NA,NA,NA,NA,2.116056456,10,1,7,NA,NA,NA,NA,NA,NA,3
50833,Solanum triflorum,species,accepted,Solanum,Solanaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.632455532,6,1.0086,9,NA,NA,NA,NA,NA,NA,2
50834,Solanum tuberosum,species,accepted,Solanum,Solanaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,13128,5,36.83333333,NA,42.15734716,7,0.651799091,13,0.7,7,NA,NA,0.12,5,0.15875,0.15875,6
50844,Solanum villosum,species,accepted,Solanum,Solanaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.243409689,6,0.9227,12,NA,NA,NA,NA,NA,NA,2
50853,Soldanella alpina,species,accepted,Soldanella,Primulaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,22.52,2,74.79431563,2,0.080338175,16,0.24,4,NA,NA,NA,NA,NA,NA,4
50855,Soldanella minima,species,accepted,Soldanella,Primulaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.026671683,12,NA,NA,NA,NA,NA,NA,NA,NA,1
50856,Soldanella montana,species,accepted,Soldanella,Primulaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.170584716,6,0.56,4,NA,NA,NA,NA,NA,NA,2
50857,Soldanella pusilla,species,accepted,Soldanella,Primulaceae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,80.65,16,20.40388835,3,49.119,16,0.043558772,14,0.24,NA,NA,NA,0.244053,16,0.223753772,0.223753772,6
50859,Soleirolia soleirolii,species,accepted,Soleirolia,Urticaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,15,4,NA,NA,37.41881971,4,0.077459667,14,NA,NA,NA,NA,0.24,2,0.22163,0.22163,4
50873,Solidago canadensis,species,accepted,Solidago,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,894.72,658,16.25032178,11,60.79755528,668,0.816947234,685,0.0752,50,NA,NA,0.284464623,651,0.244929462,0.244929462,6
50876,Solidago gigantea,species,accepted,Solidago,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,755.98,42,11.96915806,10,61.87840822,43,1.082901854,73,0.1273,15,NA,NA,0.306905489,38,0.256688476,0.256688476,6
50894,Solidago rugosa,species,accepted,Solidago,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,1182.58,125,19.10027428,5,42.59726192,125,0.797463989,133,0.1127,23,NA,NA,0.293369059,125,0.249595387,0.249595387,6
50905,Solidago virgaurea,species,accepted,Solidago,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,984.1,68,28.30752937,27,43.44965438,86,0.50795132,82,0.5188,32,NA,NA,0.199708112,63,0.20051705,0.20051705,6
50913,Sonchus arvensis,species,accepted,Sonchus,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,3014.33,9,NA,NA,46.4623242,13,0.923438167,24,0.6611,26,NA,NA,0.119334766,7,0.158401418,0.158401418,5
50914,Sonchus asper,species,accepted,Sonchus,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,5059.97,338,7.226201,4,41.31786482,343,0.492923933,358,0.2681,101,NA,NA,0.1159778,325,0.156642367,0.156642367,6
79939,Sonchus bulbosus,species,accepted,Sonchus,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,34.22688303,1,0.0485,1,0.4,1,NA,NA,NA,NA,NA,NA,3
50928,Sonchus maritimus,species,accepted,Sonchus,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,3067.6,1,NA,NA,46.70714619,2,0.6,3,0.3,1,NA,NA,NA,NA,NA,NA,4
50929,Sonchus oleraceus,species,accepted,Sonchus,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,2619.09,14,34.9,7,27.73135742,27,0.795353852,45,0.2867,28,NA,NA,0.114891253,6,0.156073017,0.156073017,6
50930,Sonchus palustris,species,accepted,Sonchus,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,5066.5,5,NA,NA,47.16981132,5,1.924523573,21,0.5686,30,NA,NA,0.18,5,0.19019,0.19019,5
50935,Sonchus tenerrimus,species,accepted,Sonchus,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.424264069,8,NA,NA,NA,NA,NA,NA,NA,NA,1
50951,Sophora alopecuroides,species,accepted,Sophora,Leguminosae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,semi-woody,herbaceous non-graminoid/shrub,NA,independent,NA,broadleaved,NA,NA,32.49339233,25,81.49967001,2,0.836660027,4,17.1927,11,NA,NA,NA,NA,NA,NA,4
50960,Sophora jaubertii,species,accepted,Sophora,Leguminosae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,NA,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.7,2,NA,NA,NA,NA,NA,NA,NA,NA,1
50980,Sorbaria kirilowii,species,accepted,Sorbaria,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub,NA,independent,NA,NA,NA,NA,28.6,1,NA,NA,4.5,1,NA,NA,NA,NA,NA,NA,NA,NA,2
50982,Sorbaria sorbifolia,species,accepted,Sorbaria,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub,NA,independent,NA,broadleaved,3731.28,11,27.24987186,11,34.45519729,16,1.536134169,20,NA,NA,NA,NA,NA,NA,NA,NA,4
50984,Sorbaria tomentosa,species,accepted,Sorbaria,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub,NA,independent,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,1
50994,Sorbus aria,species,accepted,Sorbus,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,tree,NA,independent,NA,broadleaved,4806.58,37,19.11794915,17,66.10353891,43,7.212731826,51,34.0266,31,0.726042169,37,NA,NA,NA,0.726042169,6
50997,Sorbus aucuparia,species,accepted,Sorbus,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub/tree,NA,independent,NA,broadleaved,616.09,118,21.96885965,69,69.49790959,165,13.47529198,120,3.4691,63,0.591768198,19,NA,NA,NA,0.591768198,6
50998,Sorbus austriaca,species,accepted,Sorbus,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,NA,NA,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,7.864259939,7,NA,NA,NA,NA,NA,NA,NA,NA,1
51012,Sorbus chamaemespilus,species,accepted,Sorbus,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,NA,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,1.128468624,23,15.9,2,NA,NA,NA,NA,NA,NA,2
51038,Sorbus graeca,species,accepted,Sorbus,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,tree,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1
51047,Sorbus hybrida,species,accepted,Sorbus,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,NA,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,12,2,NA,NA,NA,NA,NA,NA,NA,NA,1
51048,Sorbus intermedia,species,accepted,Sorbus,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,tree,NA,independent,NA,broadleaved,4137.22,15,12.7,8,74.64590517,21,7.733997125,29,38.8801,36,NA,NA,NA,NA,NA,NA,5
51060,Sorbus latifolia,species,accepted,Sorbus,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,NA,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,7.096668208,3,27,3,NA,NA,NA,NA,NA,NA,2
51071,Sorbus mougeotii,species,accepted,Sorbus,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,NA,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,14.57846747,14,NA,NA,NA,NA,NA,NA,NA,NA,1
51097,Sorbus rupicola,species,accepted,Sorbus,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub,NA,independent,NA,broadleaved,3162,1,NA,NA,NA,NA,2,5,18.09,6,NA,NA,NA,NA,NA,NA,3
98252,Sorbus sambucifolia,species,accepted,Sorbus,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1
51118,Sorbus tianschanica,species,accepted,Sorbus,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,tree,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,4.5,2,43.79,6,NA,NA,NA,NA,NA,NA,2
51119,Sorbus torminalis,species,accepted,Sorbus,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,tree,NA,independent,NA,broadleaved,6209.69,31,17.68,9,40.98462184,33,10.19459959,63,34.7318,26,0.658103335,5,NA,NA,NA,0.658103335,6
51122,Sorbus umbellata,species,accepted,Sorbus,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub/tree,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,126.5938,13,NA,NA,NA,NA,NA,NA,1
51142,Sorghum bicolor,species,accepted,Sorghum,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,13406.48,10,23.77571694,3,48.11071043,12,1.609094768,4,11.1832,16,NA,NA,0.290886,10,0.260996768,0.260996768,6
51160,Sorghum drummondii,species,accepted,Sorghum,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,NA,NA,19.93573498,5,NA,NA,NA,NA,10.8675,12,NA,NA,NA,NA,NA,NA,2
51149,Sorghum halepense,species,accepted,Sorghum,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,5260.54,22,22.20732468,9,56.73174237,26,1.405980035,23,3.4639,25,NA,NA,0.340738342,21,0.305265648,0.305265648,6
51202,Sparganium angustifolium,species,accepted,Sparganium,Typhaceae,Angiosperm_Monocotyledon,Angiosperm,aquatic,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,1156.6,2,23.18,2,27.54820937,2,0.158489319,10,2.3679,7,NA,NA,0.14,2,0.12701,0.12701,6
51203,Sparganium emersum,species,accepted,Sparganium,Typhaceae,Angiosperm_Monocotyledon,Angiosperm,aquatic,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,3885.19,13,36.82979667,3,27.4541026,13,0.340224957,13,3.7313,14,NA,NA,0.096572509,12,0.0112,0.088446388,6
51204,Sparganium erectum,species,accepted,Sparganium,Typhaceae,Angiosperm_Monocotyledon,Angiosperm,aquatic,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,14074.25,14,19.0446843,3,54.58986088,21,0.51017555,17,16.3934,11,NA,NA,0.136081842,561,0.123530676,0.123530676,6
51206,Sparganium hyperboreum,species,accepted,Sparganium,Typhaceae,Angiosperm_Monocotyledon,Angiosperm,aquatic,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.275892418,6,NA,NA,NA,NA,NA,NA,NA,NA,1
51208,Sparganium natans,species,accepted,Sparganium,Typhaceae,Angiosperm_Monocotyledon,Angiosperm,aquatic,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,3042.35,2,36.90164,NA,46.3826315,NA,0.196798967,8,NA,NA,NA,NA,0.210122812,NA,0.2101,0.2101,5
51228,Spartium junceum,species,accepted,Spartium,Leguminosae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub,NA,independent,NA,broadleaved,NA,NA,41.380423,3,45.68786203,5,3.872983346,11,12.5471,35,NA,NA,NA,NA,NA,NA,4
51244,Spergula arvensis,species,accepted,Spergula,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,11.06,18,29.6,5,72.30788584,27,0.269685833,45,0.4435,50,NA,NA,0.14,14,0.16923,0.16923,6
51246,Spergula morisonii,species,accepted,Spergula,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,4.71,5,NA,NA,85.61643836,5,0.134242637,9,0.16,12,NA,NA,0.13,5,0.16399,0.16399,5
51247,Spergula pentandra,species,accepted,Spergula,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,28.58256954,1,0.086538271,9,0.1349,9,NA,NA,NA,NA,NA,NA,3
98363,Spergularia bocconei,species,accepted,Spergularia,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,NA,32,1,NA,NA,NA,NA,0.151731817,10,0.04,NA,NA,NA,NA,NA,NA,NA,3
51252,Spergularia diandra,species,accepted,Spergularia,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,9.04,25,23.67728673,5,102.9494349,25,0.045712431,100,0.0141,6,NA,NA,0.159425809,25,0.179409124,0.179409124,6
51253,Spergularia echinosperma,species,accepted,Spergularia,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,3.8,5,NA,NA,36.36363636,5,0.061434153,6,0.01,7,NA,NA,0.13,5,0.16399,0.16399,5
51257,Spergularia marina,species,accepted,Spergularia,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,33.52,13,NA,NA,61.32639999,13,0.115538961,23,0.0625,14,NA,NA,0.09641141,11,0.146389579,0.146389579,5
51259,Spergularia media,species,accepted,Spergularia,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,20.79,13,NA,NA,36.1841275,12,0.106821023,36,0.1168,14,NA,NA,0.09797959,20,0.147211305,0.147211305,5
98368,Spergularia nicaeensis,species,accepted,Spergularia,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.031622777,2,NA,NA,NA,NA,NA,NA,NA,NA,1
51261,Spergularia rubra,species,accepted,Spergularia,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,9.17,5,27.1,2,61.83167547,10,0.109236349,26,0.0301,33,NA,NA,0.13,2,0.16399,0.16399,6
51262,Spergularia rupicola,species,accepted,Spergularia,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,45,3,NA,NA,54.34782609,2,0.070710678,12,0.04,5,NA,NA,0.07,2,0.13255,0.13255,5
51264,Spergularia segetalis,species,accepted,Spergularia,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.056725751,13,NA,NA,NA,NA,NA,NA,NA,NA,1
51355,Spinacia oleracea,species,accepted,Spinacia,Amaranthaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,31.12356054,5,0.378976193,9,6.9596,39,NA,NA,NA,NA,NA,NA,3
51389,Spiraea alba,species,accepted,Spiraea,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub,NA,independent,NA,broadleaved,3534.25,8,16.53376834,5,74.09556554,8,1.118168413,12,0.545,5,NA,NA,NA,NA,NA,NA,5
51370,Spiraea betulifolia,species,accepted,Spiraea,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.91,4,0.2917,7,NA,NA,NA,NA,NA,NA,2
51371,Spiraea billardii,species,accepted,Spiraea,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub,NA,NA,NA,broadleaved,NA,NA,NA,NA,NA,NA,1.5,1,NA,NA,NA,NA,NA,NA,NA,NA,1
51373,Spiraea cana,species,accepted,Spiraea,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub,NA,NA,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.588566191,7,NA,NA,NA,NA,NA,NA,NA,NA,1
51375,Spiraea chamaedryfolia,species,accepted,Spiraea,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub,NA,independent,NA,broadleaved,NA,NA,15.8,3,NA,NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,2
51378,Spiraea crenata,species,accepted,Spiraea,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1
51380,Spiraea decumbens,species,accepted,Spiraea,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.216265386,7,NA,NA,NA,NA,NA,NA,NA,NA,1
51382,Spiraea douglasii,species,accepted,Spiraea,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,1.787456293,6,0.1532,9,NA,NA,NA,NA,NA,NA,2
51386,Spiraea hypericifolia,species,accepted,Spiraea,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub,NA,independent,NA,broadleaved,75,1,21.25,NA,69.93006993,2,0.979365758,6,NA,NA,NA,NA,NA,NA,NA,NA,4
51387,Spiraea japonica,species,accepted,Spiraea,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub,NA,independent,NA,broadleaved,3152.61,5,27.77993705,3,28.1277022,5,1.166025404,5,0.0548,12,NA,NA,NA,NA,NA,NA,5
51390,Spiraea media,species,accepted,Spiraea,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub,NA,independent,NA,broadleaved,79,2,NA,NA,76.85255557,2,1.616666667,9,NA,NA,NA,NA,NA,NA,NA,NA,3
