wfo_accepted_name,EIVEres-L,EIVEres-T,EIVEres-M,EIVEres-R,EIVEres-N,Species name standardized against TPL,Genus,Family,Woodiness,Growth Form,Leaf type,Leaf area (mm2),Nmass (mg/g),LMA (g/m2),Plant height (m),Diaspore mass (mg),SSD observed (mg/mm3),SSD combined (mg/mm3),SSD used (mg/mm3),Leaf area (n.o.),Nmass (n.o.),LMA (n.o.),Plant height (n.o.),Diaspore mass (n.o.),SSD (n.o.),ssd_imputed_used,min_records_6traits,Myco_Group_Final
Melica uniflora,3.0336842454376,4.24722606696653,4.42393724948161,6.15990416357606,5.13978547162754,Melica uniflora,Melica,Poaceae,non-woody,herbaceous graminoid,broadleaved,453.73,19.56601919,28.55958754,0.362153033,2.7899,NA,0.243035622,0.243035622,52,27,53,77,23,NA,1,23,Facultative_AM_NM
Melilotus officinalis,8.08253991262147,4.46940594709214,3.3357599875348,7.27491971628366,4.72551682034897,Melilotus officinalis,Melilotus,Leguminosae,non-woody,herbaceous non-graminoid,broadleaved,156.23,34.8,58.2538351,0.724937994,2.6261,NA,0.208676101,0.208676101,10,7,12,36,60,NA,1,7,NA
Melittis melissophyllum,5.1572379134755,5.2092191355995,3.52208653390612,7.42448908001313,3.25280167628671,Melittis melissophyllum,Melittis,Lamiaceae,non-woody,herbaceous non-graminoid,broadleaved,2586.7,28.46354917,18.69539847,0.310208909,5.39,NA,0.16923,0.16923,61,7,60,57,8,NA,1,7,Facultative_AM_NM
Mentha aquatica,6.52016684328223,4.40405845747532,7.26010572439663,6.54220193665093,5.22466764855875,Mentha aquatica,Mentha,Lamiaceae,non-woody,herbaceous non-graminoid,broadleaved,463.44,15.47828713,41.93750709,0.269170498,0.1237,0.16402,0.16402,0.16402,33,24,52,44,21,20,0,20,Facultative_AM_NM
Mentha arvensis,6.84721730524467,4.07924463790465,5.93033045276121,6.07613806609572,5.45162937996134,Mentha arvensis,Mentha,Lamiaceae,non-woody,herbaceous non-graminoid,broadleaved,566.07,15.13,25.74750102,0.293615646,0.1483,NA,0.185551848,0.185551848,31,1,27,32,38,NA,1,1,Facultative_AM_NM
Mentha longifolia,6.82626051534497,4.08586307824818,6.33811745645982,7.71406696354565,7.24578143278507,Mentha longifolia,Mentha,Lamiaceae,non-woody,herbaceous non-graminoid,broadleaved,1607.7,26.55726657,37.26982118,0.5810431,0.0485,0.24,0.24,0.24,11,5,16,22,20,4,0,4,Facultative_AM_NM
Menyanthes trifoliata,7.47367161052273,3.76220337987591,7.63324319030902,5.03878366714884,2.63230326593407,Menyanthes trifoliata,Menyanthes,Menyanthaceae,non-woody,herbaceous non-graminoid,broadleaved,3756.23,24.95823132,43.50177545,0.205562054,2.7286,NA,0.188048009,0.188048009,18,4,26,28,36,NA,1,4,Facultative_AM_NM
Mercurialis annua,7.31013638243166,5.46741870759022,3.72239068700618,7.1231381720049,8.09554104157436,Mercurialis annua,Mercurialis,Euphorbiaceae,non-woody,herbaceous non-graminoid,broadleaved,759.85,41.44170217,20.64372232,0.279923905,2.0913,NA,0.17971,0.17971,21,3,20,32,39,NA,1,3,Facultative_AM_NM
Mercurialis perennis,1.82508122615995,4.15207740957897,4.88661934754083,7.54829308331464,6.94561763905349,Mercurialis perennis,Mercurialis,Euphorbiaceae,non-woody,herbaceous non-graminoid,broadleaved,1889.74,32.30539532,38.25560679,0.273013484,4.2347,NA,0.210073152,0.210073152,57,21,65,73,20,NA,1,20,Facultative_AM_NM
Milium effusum,3.22285728036733,3.84002712916567,4.84015291990028,5.39561313159295,5.71696359544834,Milium effusum,Milium,Poaceae,non-woody,herbaceous graminoid,broadleaved,1621.09,23.08661436,29.20380176,0.842684641,0.813,NA,0.212597205,0.212597205,20,14,21,23,9,NA,1,9,Facultative_AM_NM
Minuartia verna,8.84470487744303,2.82080296545475,3.05121926305079,7.14808260769014,1.34274845457523,Minuartia verna,Minuartia,Caryophyllaceae,non-woody,herbaceous non-graminoid,broadleaved,4.86,18.1,48.52777511,0.082607309,0.0749,NA,0.219649404,0.219649404,9,1,7,23,34,NA,1,1,NA
Moehringia trinervia,3.25091689706505,3.90213819959826,4.64253229508436,5.699653466026,6.49641368445031,Moehringia trinervia,Moehringia,Caryophyllaceae,non-woody,herbaceous non-graminoid,broadleaved,77.37,26.60980155,28.10890573,0.153818961,0.1548,NA,0.18802755,0.18802755,17,3,16,34,20,NA,1,3,Pure_NM
Molinia caerulea,6.81594907760452,4.01566031687398,6.01945228827653,5.13150625482981,2.12576427603981,Molinia caerulea,Molinia,Poaceae,non-woody,herbaceous graminoid,broadleaved,675.51,17.01902325,59.75576722,0.937892379,1.8043,0.267706425,0.267706425,0.267706425,22,170,76,92,52,10,0,10,Facultative_AM_NM
Moneses uniflora,2.76611408827172,2.93763330478266,4.5411181506313,3.73389480801452,1.86764840408741,Moneses uniflora,Moneses,Ericaceae,non-woody,herbaceous non-graminoid,broadleaved,358.33,20.4,53.76862489,0.053078369,0.002,NA,0.23735,0.23735,8,2,11,20,5,NA,1,2,Pure_NM
Morus alba,6.47766140174963,5.71382227195914,4.17824305940048,6.77651933396205,5.38859662893199,Morus alba,Morus,Moraceae,woody,tree,broadleaved,10766.81,24.732828,62.94145029,6.525568591,4.5635,0.577115703,0.577115703,0.577115703,13,11,25,24,18,27,0,11,Facultative_AM_NM
Muhlenbergia schreberi,6.23154075974035,6.51537610009228,2.87519765736217,5.35712266846719,3.93320758949823,Muhlenbergia schreberi,Muhlenbergia,Poaceae,non-woody,herbaceous graminoid,broadleaved,128.68,15.62013669,29.67,0.97,0.6,NA,0.307923128,0.307923128,10,4,11,7,1,NA,1,1,NA
Myosotis alpestris,7.65451105139996,1.46244747365454,4.14425972057657,7.39380122507318,3.5735338073722,Myosotis alpestris,Myosotis,Boraginaceae,non-woody,herbaceous non-graminoid,broadleaved,209.92,22,58.03830528,0.082458147,0.6919,NA,0.19019,0.19019,23,5,21,32,12,NA,1,5,Facultative_AM_NM
Myosotis arvensis,6.50787998621909,3.87196526611346,3.92415908522892,5.53975774843718,5.73773281512049,Myosotis arvensis,Myosotis,Boraginaceae,non-woody,herbaceous non-graminoid,broadleaved,722.39,13.36970621,32.61352441,0.214251007,0.3791,0.09281,0.09281,0.09281,17,3,32,54,35,NA,0,3,Pure_NM
Myosotis ramosissima,8.6778220579354,4.8561867039431,2.45049547108521,6.79022048347474,3.13413295835497,Myosotis ramosissima,Myosotis,Boraginaceae,non-woody,herbaceous non-graminoid,broadleaved,153.48,14.4875,37.25946267,0.097628745,0.2131,NA,0.184803,0.184803,NA,NA,NA,NA,NA,NA,1,NA,Pure_NM
Myosotis scorpioides,6.40575061284555,3.86157278047612,6.83823219115021,5.82183854609119,5.79437270057776,Myosotis scorpioides,Myosotis,Boraginaceae,non-woody,herbaceous non-graminoid,broadleaved,692.33,21.8,25.15183179,0.298709886,0.3888,NA,0.167684713,0.167684713,17,NA,26,27,13,NA,1,13,Facultative_AM_NM
Myosotis sylvatica,4.9141230031417,3.61350834139329,4.76649778537941,6.03111260021563,6.64835656268057,Myosotis sylvatica,Myosotis,Boraginaceae,non-woody,herbaceous non-graminoid,broadleaved,373.01,29.55,35.36127791,0.201058347,0.5879,NA,0.170422484,0.170422484,12,5,18,27,12,NA,1,5,Pure_NM
Myriophyllum spicatum,5.71854760388202,4.18002099636568,8.71096431831821,8.01817317504145,6.17905895436856,Myriophyllum spicatum,Myriophyllum,Haloragaceae,non-woody,herbaceous non-graminoid,broadleaved,79.95,32.89532516,16.75524955,0.437998502,0.6036,0.052532643,0.052532643,0.052532643,14,3,18,17,7,NA,0,3,Pure_NM
Myriophyllum verticillatum,5.62808163252276,4.39800430182476,8.9371100763642,6.68460930250243,6.92747579435748,Myriophyllum verticillatum,Myriophyllum,Haloragaceae,non-woody,herbaceous non-graminoid,broadleaved,96.59,27.17011489,10.43019066,0.332129193,1.5,NA,0.16313996,0.16313996,10,3,11,17,9,NA,1,3,Low_Confidence
Myrrhis odorata,6.77263665658214,3.41870380289008,4.92327952815677,6.63910382996602,7.1565961191484,Myrrhis odorata,Myrrhis,Apiaceae,non-woody,herbaceous non-graminoid,broadleaved,158.36,51.5,26.37192852,0.86794276,38.3753,NA,0.21639,0.21639,3,1,8,25,20,NA,1,1,Facultative_AM_NM
Myrtus communis,7.03287101672012,7.48948940421139,4.00103510700303,4.98875319764255,3.91331003016299,Myrtus communis,Myrtus,Myrtaceae,woody,shrub,broadleaved,152.48,11.93733639,126.1950118,1.831420751,10.118,0.602116351,0.602116351,0.602116351,23,11,29,42,14,1,0,1,Facultative_AM_NM
Najas marina,5.31447455177705,5.06725375989225,9.06806289051202,7.95141178029766,6.08625131356338,Najas marina,Najas,Hydrocharitaceae,non-woody,herbaceous non-graminoid,broadleaved,67.79,23.68006667,26.24515085,0.5,3.28,NA,0.050773824,0.050773824,15,3,15,7,3,NA,1,3,NA
Narcissus poeticus,7.19285428153709,3.9341865485473,4.7973014005215,5.46338245008668,6.23729286829664,Narcissus poeticus,Narcissus,Amaryllidaceae,non-woody,herbaceous non-graminoid,broadleaved,4582,21.1,53.08684775,0.357871699,6.3,NA,0.156496112,0.156496112,2,4,6,15,4,NA,1,2,Facultative_AM_NM
Narcissus pseudonarcissus,7.36913056705229,3.24138311553422,4.66335636153511,4.5492038546117,3.41989166944093,Narcissus pseudonarcissus,Narcissus,Amaryllidaceae,non-woody,herbaceous non-graminoid,broadleaved,1731.32,34.69870315,51.82506838,0.281856194,5.32,NA,0.117787955,0.117787955,7,2,4,19,2,NA,1,2,Facultative_AM_NM
Nardus stricta,7.71078489332136,2.94829378848498,4.76799359277114,2.32909653150639,2.38453353132221,Nardus stricta,Nardus,Poaceae,non-woody,herbaceous graminoid,broadleaved,82.82,15.78194516,90.47195371,0.196060686,0.3056,0.29897,0.29897,0.29897,81,59,89,100,55,2,0,2,Pure_AM
Narthecium ossifragum,7.74766829044857,3.08501729756036,7.32795217053728,1.48085338528345,1.41668798124245,Narthecium ossifragum,Narthecium,Nartheciaceae,non-woody,herbaceous non-graminoid,broadleaved,1087,24.14642831,40.10814912,0.177262133,0.0805,NA,0.13589,0.13589,4,2,4,10,35,NA,1,2,Facultative_AM_NM
Nasturtium officinale,6.43589718776481,4.18881110493084,8.14600356605485,6.89851236219494,6.71416513348683,Nasturtium officinale,Nasturtium,Brassicaceae,non-woody,herbaceous non-graminoid,broadleaved,732.08,67.16973667,16.80268572,0.558681259,0.2535,NA,0.13499747,0.13499747,18,4,19,18,26,NA,1,4,Pure_NM
Nelumbo nucifera,8.50459629169579,6.51537610009228,8.60174736354537,6.5321968437047,6.27237576712228,Nelumbo nucifera,Nelumbo,Nelumbonaceae,non-woody,herbaceous non-graminoid,broadleaved,301844.92,32.13445937,59.32507768,1.5,869.36,0.11446,0.11446,0.11446,NA,NA,NA,NA,NA,NA,0,NA,NA
Nerium oleander,8.71561920644543,7.69813416991059,5.46713955359448,6.70890830858811,4.42856366475486,Nerium oleander,Nerium,Apocynaceae,woody,shrub/tree,broadleaved,1981.39,12.91510743,198.1823803,3.262487256,3.4907,0.6,0.6,0.6,9,7,23,15,11,2,0,2,Pure_NM
Nuphar lutea,7.6416280094384,4.33911853280776,8.83738366724275,6.47883877639928,5.87583686940595,Nuphar lutea,Nuphar,Nymphaeaceae,non-woody,herbaceous non-graminoid,broadleaved,24904.2,35.85847,78.21272663,0.45,48.0206,NA,0.190700867,0.190700867,9,1,7,15,7,NA,1,1,Pure_NM
Nymphaea alba,7.81305656614064,4.85918492018893,8.92849293810976,6.52092996626167,5.81231029475457,Nymphaea alba,Nymphaea,Nymphaeaceae,non-woody,herbaceous non-graminoid,broadleaved,41975,23.65772167,89.37927501,0.52331757,1.89,NA,0.197591135,0.197591135,23,7,22,13,3,NA,1,3,Pure_NM
Nymphoides peltata,8.05272258326243,5.06455836371863,8.98266500544374,7.38701568362025,6.98781544391742,Nymphoides peltata,Nymphoides,Menyanthaceae,non-woody,herbaceous non-graminoid,broadleaved,8694.63,27.94475,38.66410908,0.173205081,0.6052,NA,0.142809308,0.142809308,13,3,12,13,12,NA,1,3,Pure_NM
Oenothera biennis,8.73295412182413,5.10582514499621,3.56119169926014,6.14827269795947,4.27170160584586,Oenothera biennis,Oenothera,Onagraceae,non-woody,herbaceous non-graminoid,broadleaved,3048.9,19.17164775,58.32091689,0.936711488,0.3969,NA,0.200632368,0.200632368,22,6,65,61,64,NA,1,6,Facultative_AM_NM
Olea europaea,7.95979022216801,7.57514718744984,3.21279930369277,6.10876324032173,4.453217608171,Olea europaea,Olea,Oleaceae,woody,shrub/tree,broadleaved,368.31,14.60345057,193.0543679,10.75653757,187.5273,0.798122798,0.798122798,0.798122798,19,16,40,28,36,4,0,4,Facultative_AM_NM
Ononis striata,7.70818999209232,4.68244720141442,3.10486187091245,8.84449121015412,1.91540350788623,Ononis striata,Ononis,Leguminosae,non-woody,herbaceous non-graminoid,broadleaved,48.25,21.97530478,58.90279746,0.025555556,3.7875,NA,0.227940052,0.227940052,NA,NA,NA,NA,NA,NA,1,NA,NA
Orchis militaris,7.16717727682791,4.56697246614125,3.63127744227015,8.39004929963144,2.61153241182219,Orchis militaris,Orchis,Orchidaceae,non-woody,herbaceous non-graminoid,broadleaved,6088,25,46.49000465,0.279391686,0.001,NA,0.10037,0.10037,6,1,5,17,5,NA,1,1,Mixed_Uncertain
Origanum vulgare,6.78951462240258,4.52031151427268,3.28005201701238,6.95481845728494,3.53025771563322,Origanum vulgare,Origanum,Lamiaceae,non-woody,herbaceous non-graminoid,broadleaved,344.05,19.32482331,45.14477933,0.404007712,0.0955,NA,0.21639,0.21639,8,14,31,30,33,NA,1,8,Facultative_AM_NM
Orlaya grandiflora,7.64099735749526,5.49602850635329,2.47468561423201,8.23633469460105,3.66836389418064,Orlaya grandiflora,Orlaya,Apiaceae,non-woody,herbaceous non-graminoid,broadleaved,1618,11.4,54.84843829,0.262523469,34.509,NA,0.18960597,0.18960597,5,4,10,40,18,NA,1,4,NA
Ornithogalum collinum,7.24657773876131,6.74425015389994,3.94636113165744,6.74741654329399,3.88761717407298,Ornithogalum collinum,Ornithogalum,Asparagaceae,non-woody,herbaceous non-graminoid,broadleaved,328,32.325,61.55663816,0.048347458,2.3091,NA,0.128617613,0.128617613,NA,NA,NA,NA,NA,NA,1,NA,NA
Ornithopus compressus,8.58626847933011,6.66476314711523,2.66515973507197,4.05452921668634,2.79072290050748,Ornithopus compressus,Ornithopus,Leguminosae,non-woody,herbaceous non-graminoid,broadleaved,4712,32.44550354,30.54033843,0.156823475,2.4837,0.241438,0.241438,0.241438,NA,8,15,30,29,NA,0,8,Low_Confidence
Orthilia secunda,3.14870242391859,3.30594873585041,4.48930247988385,4.82386072696321,2.43392955179287,Orthilia secunda,Orthilia,Ericaceae,non-woody,herbaceous non-graminoid/shrub,broadleaved,269.01,17.3331332,60.51042393,0.10960846,5e-4,NA,0.266917266,0.266917266,21,11,29,30,10,NA,1,10,Pure_NM
Oryza sativa,8.52895336722849,7.33675131162867,7.87708380356049,6.33120619543981,6.74161240398027,Oryza sativa,Oryza,Poaceae,non-woody,herbaceous graminoid,broadleaved,2075.98,19.03796771,51.22192505,0.316227766,26.9288,NA,0.243367304,0.243367304,14,19,12,4,7,NA,1,4,Facultative_AM_NM
Oxalis acetosella,1.15843669021863,3.86103570048708,5.02220581488733,4.47417003353479,5.66624405343406,Oxalis acetosella,Oxalis,Oxalidaceae,non-woody,herbaceous non-graminoid,broadleaved,145.99,26.98501183,16.21074861,0.091009239,1.0214,0.09811,0.09811,0.09811,24,14,38,48,31,NA,0,14,Pure_AM
Oxalis stricta,6.16111004163174,4.93568877491001,4.41133682755786,4.80303004225841,7.30164668623438,Oxalis stricta,Oxalis,Oxalidaceae,non-woody,herbaceous non-graminoid,broadleaved,456.29,34.26794439,19.76834666,0.290048295,0.2053,NA,0.177220267,0.177220267,78,1,80,103,18,NA,1,1,NA
Oxyria digyna,7.93126969481276,1.20694153444071,5.04482125937342,4.02507258183173,3.10073402981905,Oxyria digyna,Oxyria,Polygonaceae,non-woody,herbaceous non-graminoid,broadleaved,375.01,43.67757953,41.79001724,0.100040551,0.6359,NA,0.14303,0.14303,10,11,32,26,13,NA,1,10,Facultative_AM_NM
Panicum capillare,8.18399692743626,5.42106578855749,3.5684744291585,5.9886605792739,6.24413281766186,Panicum capillare,Panicum,Poaceae,non-woody,herbaceous graminoid,broadleaved,3781.39,16.70146749,42.18530223,0.414699171,0.2685,NA,0.263941456,0.263941456,13,14,42,71,28,NA,1,13,Facultative_AM_NM
Panicum dichotomiflorum,5.86259383531658,6.72726103912055,5.04854385628226,7.53876632957237,7.33474319143483,Panicum dichotomiflorum,Panicum,Poaceae,non-woody,herbaceous graminoid,broadleaved,10814.57,19.32041558,40.287,1,0.628,NA,0.194991728,0.194991728,10,4,11,4,11,NA,1,4,NA
Papaver rhoeas,7.03049029087765,5.07774285897508,3.86351831396086,7.1964466469919,5.86984605742807,Papaver rhoeas,Papaver,Papaveraceae,non-woody,herbaceous non-graminoid,broadleaved,4984.92,37.31502301,31.20937636,0.451607264,0.1336,NA,0.169042618,0.169042618,19,3,20,55,41,NA,1,3,Facultative_AM_NM
Parentucellia viscosa,8.27988104671664,5.85217307620198,5.22710879955197,6.03160447961198,4.90999015120848,Parentucellia viscosa,Parentucellia,Orobanchaceae,non-woody,herbaceous non-graminoid,broadleaved,316,20.15076922,41.36492356,0.232855678,0.0108,0.41544,0.41544,0.41544,1,8,8,26,17,NA,0,1,NA
Parietaria judaica,6.43537480153579,5.83582995731406,3.98266438102289,7.70357214878233,6.32101550463212,Parietaria judaica,Parietaria,Urticaceae,non-woody,herbaceous non-graminoid,broadleaved,773.98,46.24170972,20.04564748,0.210616271,0.2042,NA,0.19006686,0.19006686,6,NA,6,16,18,NA,1,6,Facultative_AM_NM
Parnassia palustris,7.85479011647195,3.10701052633218,6.50704700278651,7.13730472863252,2.45436341122177,Parnassia palustris,Parnassia,Celastraceae,non-woody,herbaceous non-graminoid,broadleaved,274.35,16.75113065,43.30874703,0.110207973,0.0345,0.290421089,0.290421089,0.290421089,46,15,51,40,45,12,0,12,Facultative_AM_NM
Paspalum dilatatum,8.20471538952694,6.21671856743682,6.32896036162437,5.87577024774893,6.39230132685167,Paspalum dilatatum,Paspalum,Poaceae,non-woody,herbaceous graminoid,broadleaved,1321.6,16.156935,40.62470459,0.237883963,1.4401,NA,0.204849416,0.204849416,11,7,14,18,16,NA,1,7,Facultative_AM_NM
Paspalum quadrifarium,9.38374788797928,6.40809062842332,8.31219840983225,8.82492582476249,8.83041591118798,Paspalum quadrifarium,Paspalum,Poaceae,non-woody,herbaceous graminoid,broadleaved,5729.57,9.975586315,367.5708591,1.044158353,0.2,NA,0.280233205,0.280233205,2,2,4,1,1,NA,1,1,NA
Pastinaca sativa,7.85862121307185,4.67170590012591,4.06463702246354,7.43727763441031,5.69628089606434,Pastinaca sativa,Pastinaca,Apiaceae,non-woody,herbaceous non-graminoid,broadleaved,13188.56,38.80944297,32.52742284,0.570651366,3.4013,NA,0.16089669,0.16089669,11,3,12,31,48,NA,1,3,Facultative_AM_NM
Pedicularis comosa,7.48607969888085,2.63904158229441,3.86176526063459,6.0185305332819,3.21256015760646,Pedicularis comosa,Pedicularis,Orobanchaceae,non-woody,herbaceous non-graminoid,broadleaved,799.95,24.81,64.89292667,0.327106631,1.19,NA,0.22687,0.22687,1,1,1,6,1,NA,1,1,Pure_NM
Pedicularis gyroflexa,9.01819909465511,2.23735309902299,3.28394329593278,8.73221851300564,3.34269102846704,Pedicularis gyroflexa,Pedicularis,Orobanchaceae,non-woody,herbaceous non-graminoid,broadleaved,410.62,22.90246867,78.172,0.181712059,0.99,NA,0.231294656,0.231294656,10,3,10,8,7,NA,1,3,NA
Pedicularis palustris,7.50328666242093,3.50237451355547,7.18057021639851,5.62236436402234,2.40576786146569,Pedicularis palustris,Pedicularis,Orobanchaceae,non-woody,herbaceous non-graminoid,broadleaved,319.33,26.53,49.1242113,0.281866109,1.2311,NA,0.171856556,0.171856556,23,5,22,30,19,NA,1,5,Pure_NM
Pedicularis sylvatica,7.23182405909907,3.85563147808787,6.35628690421065,1.28922011866822,1.95194972515951,Pedicularis sylvatica,Pedicularis,Orobanchaceae,non-woody,herbaceous non-graminoid,broadleaved,12,38.59,86.28715374,0.115599466,0.8966,NA,0.17971,0.17971,13,1,14,22,19,NA,1,1,Pure_NM
Peganum harmala,9.2017153783668,7.20038759411594,2.58698428580902,7.71129145543468,6.21228137363235,Peganum harmala,Peganum,Nitrariaceae,non-woody,herbaceous non-graminoid,broadleaved,29.48,18.56865505,167.4320938,0.173205081,2.4589,NA,0.2547468,0.2547468,4,10,9,4,32,NA,1,4,Facultative_AM_NM
Persicaria amphibia,6.58591398720161,4.11364475181551,8.02460772321491,5.90552980713209,6.46818772879908,Persicaria amphibia,Persicaria,Polygonaceae,non-woody,herbaceous non-graminoid,broadleaved,2105.85,39.18136493,53.07333384,0.360642605,2.617,NA,0.212919389,0.212919389,4,NA,NA,7,4,NA,1,4,Pure_NM
Persicaria bistorta,6.60886441283687,3.0103504671132,5.84894153798816,5.14591679490272,5.37945408864059,Persicaria bistorta,Persicaria,Polygonaceae,non-woody,herbaceous non-graminoid,broadleaved,3684.57,30.77771944,46.70300401,0.52,5.3784,NA,0.180912431,0.180912431,17,44,49,25,7,NA,1,7,Facultative_AM_NM
Persicaria hydropiper,6.74865410658023,4.27272564074748,6.64679898841277,5.23050506641708,6.64196873617282,Persicaria hydropiper,Persicaria,Polygonaceae,non-woody,herbaceous non-graminoid,broadleaved,1488.53,38.47376623,23.11463297,0.63879213,1.7675,NA,0.197809816,0.197809816,2,NA,NA,14,12,NA,1,2,Pure_NM
Persicaria lapathifolia,7.39165557488975,4.53041385199399,5.95558246343223,6.98042982125333,6.56415834233501,Persicaria lapathifolia,Persicaria,Polygonaceae,non-woody,herbaceous non-graminoid,broadleaved,3782.96,35.01686265,45.69740523,0.595095986,1.6418,NA,0.20787659,0.20787659,22,4,50,27,35,NA,1,4,Pure_NM
Persicaria maculosa,6.68374604190111,4.32979549289754,5.02973531964303,6.18227474406931,7.22198689653737,Persicaria maculosa,Persicaria,Polygonaceae,non-woody,herbaceous non-graminoid,broadleaved,1429.26,11.98783704,45.96906007,0.396136175,2.0441,NA,0.2281364,0.2281364,150,6,165,165,19,NA,1,6,Facultative_AM_NM
Persicaria vivipara,7.6887630639727496,1.61045038508697,4.79834249735464,4.48377802836943,2.7493767783587,Persicaria vivipara,Persicaria,Polygonaceae,non-woody,herbaceous non-graminoid,broadleaved,260.08,30.94949099,63.62391441,0.126098887,2.1462,NA,0.210918572,0.210918572,215,71,94,42,20,NA,1,20,Mixed_Uncertain
