trait,mean_cv,median_cv,max_cv,mean_std,median_std,max_std,production_mean_match,n_high_variance,pct_high_variance
logLA,0.07690356010284688,0.07214108563050128,2.6236338806338866,0.42372390795417797,0.4937655447906396,1.9605212372065293,3.211076803835007e-16,4538,38.846087998630374
logNmass,0.034658303457920855,0.03959716454682598,0.19126974970748323,0.10178733232008091,0.12111731933786085,0.4569467865579746,1.9016917242552117e-16,157,1.3439479541174457
logLDMC,0.09051457204506691,0.09615402591036223,1.0175238914941562,0.1287227209485117,0.14235331902532633,0.5536929236322129,1.1074253709453582e-16,5443,46.593049135422014
logSLA,0.05370749108024661,0.054042675086181435,0.7469633837500846,0.13485318296583707,0.1537295670387229,0.5984055741620101,1.6339604249702309e-16,2686,22.992638246875536
logH,0.20661515022660878,1.2771905053161975e-16,229.22331213707145,0.12867497732178185,5.851389114294502e-17,1.9419742864996437,9.9072690536801e-17,2647,22.6587913028591
logSM,1.5755536699441237,1.4949188041131752e-16,2478.0497706162737,0.32238235833928947,2.340555645717801e-16,3.250779786352414,1.499609752167887e-16,3917,33.53021742852251
