fold,n_test,r2,rmse,mae,elapsed_sec
spatial::-1:10,14,0.17153353830537243,1.4583190863464686,1.325422765136991,2.0848262310028076
spatial::-1:11,5,-1.4198341600247653,1.9541993829103952,1.671732009932373,1.9448275566101074
spatial::-1:12,2,NA,0.31930860268896755,0.31930860268896755,1.9072043895721436
spatial::-1:13,2,-24.50228284367669,1.14692583322355,1.050159987640048,1.9950554370880127
spatial::-1:7,1,NA,0.3328270045555408,0.3328270045555408,1.923102855682373
spatial::-1:8,13,0.1707143633773791,1.2626928864211635,0.8772775002077944,2.013449192047119
spatial::-1:9,14,0.7443835519697104,0.7882352205331119,0.6915621890317767,1.9399428367614746
spatial::-11:10,2,NA,0.725244257800794,0.725244257800794,2.004094123840332
spatial::-11:11,2,-1.3319522284436576,1.4143840130297691,1.2333964215586315,2.031768560409546
spatial::-11:7,1,NA,1.202340961925895,1.202340961925895,2.0469558238983154
spatial::-12:14,1,NA,0.3938889709194222,0.3938889709194222,2.0385632514953613
spatial::-12:9,2,-0.35565993043888566,1.2000284791333542,1.1971864263861578,1.9538307189941406
spatial::-13:-4,1,NA,NA,NA,2.0092623233795166
spatial::-13:10,4,-1.6194279549865143,1.290443854338767,1.207155839207363,1.973273515701294
spatial::-13:12,1,NA,0.7869635533539392,0.7869635533539392,1.9609670639038086
spatial::-13:9,5,NA,1.4437664219731419,0.9928266856501113,2.4003500938415527
spatial::-14:-4,1,NA,0.6064037645578777,0.6064037645578777,1.9451427459716797
spatial::-14:-7,1,NA,0.6111955035929291,0.6111955035929291,2.045555353164673
spatial::-14:2,1,NA,1.412861191068603,1.412861191068603,2.0008385181427
spatial::-14:8,1,NA,1.4408073092132203,1.4408073092132203,1.9653947353363037
spatial::-15:4,1,NA,0.8495378164140166,0.8495378164140166,2.451403856277466
spatial::-15:6,1,NA,NA,NA,1.9619202613830566
spatial::-15:8,3,NA,0.9751919140885293,0.9511055195637672,2.024327516555786
spatial::-15:9,2,0.948071887367343,0.3911880626933899,0.36180402217017393,1.9448366165161133
spatial::-16:6,1,NA,2.223762456151136,2.223762456151136,1.9531784057617188
spatial::-16:7,1,NA,0.7459508146049019,0.7459508146049019,1.9555227756500244
spatial::-16:8,3,-2.098659788154098,1.6383664228659707,1.041396629115453,2.177191734313965
spatial::-16:9,3,NA,1.381613315636084,1.3243470494426588,2.026832103729248
spatial::-17:10,1,NA,0.5761073881989978,0.5761073881989978,1.9956247806549072
spatial::-17:6,1,NA,2.8099202290135077,2.8099202290135077,1.9840421676635742
spatial::-17:7,3,-0.8447939662303314,2.0555962228796507,1.7470976256935404,1.7845611572265625
spatial::-17:8,1,NA,0.2703099163466218,0.2703099163466218,1.941291332244873
spatial::-17:9,1,NA,2.2639336628324256,2.2639336628324256,2.0310723781585693
spatial::-18:7,1,NA,NA,NA,1.9567275047302246
spatial::-18:9,2,-0.05283990305672037,2.35544229611425,2.167524443758539,1.7716882228851318
spatial::-19:10,6,-0.14735439581261356,1.2360982408375445,0.9843186543300382,1.9812188148498535
spatial::-19:8,1,NA,0.680038373488582,0.680038373488582,1.952125072479248
spatial::-19:9,1,NA,3.6223350378277335,3.6223350378277335,1.987213134765625
spatial::-2:10,4,-0.1573957112481923,0.7381278872400141,0.6950653561092746,1.9428558349609375
spatial::-2:8,6,0.6030695263870498,0.9963495192580202,0.9007346707633194,2.034693717956543
spatial::-2:9,3,0.89137496045209,0.49057346230042825,0.4351818104054641,1.925473928451538
spatial::-20:6,1,NA,0.663108113714463,0.663108113714463,2.0687272548675537
spatial::-20:9,1,NA,0.21991122865854695,0.21991122865854695,1.940636157989502
spatial::-21:4,1,NA,4.288210799775143,4.288210799775143,2.094872236251831
spatial::-21:5,1,NA,0.5030533347573352,0.5030533347573352,1.955674409866333
spatial::-21:8,1,NA,0.46942173439947243,0.46942173439947243,1.9421300888061523
spatial::-21:9,1,NA,0.5435930922131629,0.5435930922131629,1.9570057392120361
spatial::-22:6,1,NA,1.239489956599495,1.239489956599495,2.004578113555908
spatial::-22:8,1,NA,2.131654137172297,2.131654137172297,1.9511845111846924
spatial::-23:6,1,NA,1.022392707615948,1.022392707615948,2.0087268352508545
spatial::-3:10,1,NA,0.954592142717229,0.954592142717229,1.985823392868042
spatial::-3:6,1,NA,0.3129344713322686,0.3129344713322686,1.9767422676086426
spatial::-4:13,1,NA,0.010882281310727215,0.010882281310727215,1.9665067195892334
spatial::-4:6,1,NA,0.17582638802780082,0.17582638802780082,2.052102565765381
spatial::-4:7,1,NA,0.7503025313752096,0.7503025313752096,1.9206576347351074
spatial::-4:9,1,NA,NA,NA,1.9660074710845947
spatial::-5:10,3,0.47178401305980266,0.6968518515471059,0.6594266001319223,1.984602928161621
spatial::-5:12,1,NA,0.8969491964482477,0.8969491964482477,2.0544686317443848
spatial::-5:9,1,NA,2.2615596014097594,2.2615596014097594,1.6787378787994385
spatial::-6:9,3,-1.1479289847536274,1.6121494966246832,1.2626264318505322,1.9400594234466553
spatial::-7:11,1,NA,1.6675956887174666,1.6675956887174666,1.962080717086792
spatial::-8:10,1,NA,1.9580807713148336,1.9580807713148336,2.04160475730896
spatial::-9:12,1,NA,NA,NA,1.929969310760498
spatial::0:-5,1,NA,1.374141110863806,1.374141110863806,2.0092360973358154
spatial::0:10,126,NA,1.3471268340629576,1.09309322484803,1.4496500492095947
spatial::0:11,33,NA,1.6178610586741837,1.389261340762973,1.892754316329956
spatial::0:12,2,0.6492436162233111,0.5475472968443234,0.5213349634371867,1.9519767761230469
spatial::0:13,2,0.3885351513577435,0.3265038284853114,0.2713844523495532,1.9961028099060059
spatial::0:2,1,NA,0.8208711978019432,0.8208711978019432,2.0874269008636475
spatial::0:7,1,NA,1.414556974963681,1.414556974963681,1.9927265644073486
spatial::0:8,4,0.5306765274969336,0.5167836908176586,0.4431432110539525,2.0321173667907715
spatial::0:9,46,NA,1.1297112330331762,0.8769602828358989,1.923706293106079
spatial::1:10,67,NA,1.4133235359537568,1.1247609338063607,1.9996490478515625
spatial::1:11,23,NA,1.4722437442921963,1.2125000335160794,1.8953659534454346
spatial::1:12,13,0.46949664323679063,1.340418089900934,1.075213080967547,1.980024814605713
spatial::1:13,11,0.4132337134112791,1.2191921549390137,1.081100371884427,2.480272054672241
spatial::1:14,4,0.45922335028235484,1.8099422805868948,1.6455793674611237,1.9670779705047607
spatial::1:15,1,NA,2.2855027492107105,2.2855027492107105,2.000347137451172
spatial::1:8,1,NA,0.8636696296792437,0.8636696296792437,1.9977130889892578
spatial::1:9,19,0.3717726644839696,1.1006265079002093,0.7232672660605352,1.7553694248199463
spatial::10:13,1,NA,0.9579930128236889,0.9579930128236889,2.054396629333496
spatial::10:7,1,NA,3.015089755800676,3.015089755800676,1.9768328666687012
spatial::10:9,1,NA,0.523778131675046,0.523778131675046,1.954158067703247
spatial::12:-7,1,NA,5.281074054746762,5.281074054746762,4.3964784145355225
spatial::12:11,1,NA,1.0404549986684053,1.0404549986684053,1.9759769439697266
spatial::13:11,2,-536.7913508137028,1.9447021331778038,1.6688928785999644,2.0910120010375977
spatial::13:8,1,NA,0.16508512876303172,0.16508512876303172,2.0525686740875244
spatial::14:11,2,0.6567410594755064,1.7049439912973332,1.7044317523592087,1.940150260925293
spatial::14:9,1,NA,1.9075153327165086,1.9075153327165086,1.780275583267212
spatial::15:1,1,NA,1.3866436355839418,1.3866436355839418,1.9567375183105469
spatial::15:7,1,NA,0.7924958471245214,0.7924958471245214,1.9437432289123535
spatial::16:8,1,NA,0.1091255692812858,0.1091255692812858,1.9287114143371582
spatial::16:9,1,NA,0.25873444354359787,0.25873444354359787,1.9544878005981445
spatial::17:10,1,NA,1.6528093445913012,1.6528093445913012,1.7775774002075195
spatial::17:8,1,NA,0.1809347931136669,0.1809347931136669,1.944063425064087
spatial::19:10,1,NA,0.9575800748956067,0.9575800748956067,1.9661695957183838
spatial::19:6,1,NA,0.03940802727871162,0.03940802727871162,2.0462799072265625
spatial::19:7,1,NA,2.2782895990528145,2.2782895990528145,2.4517927169799805
spatial::2:10,14,0.6641702890155816,1.1524041314584552,1.0647196937475012,1.919154405593872
spatial::2:11,9,0.3841133088410038,1.4995990918732363,1.3064906795895646,1.984656572341919
spatial::2:12,8,NA,1.756511773897687,1.5656344467528316,2.4501595497131348
spatial::2:13,3,0.5277958678195631,0.6211824532997053,0.558010639475511,1.9270596504211426
spatial::2:14,1,NA,NA,NA,1.9388465881347656
spatial::2:15,1,NA,2.8828216726430056,2.8828216726430056,2.4959027767181396
spatial::2:7,1,NA,2.495861054695299,2.495861054695299,1.9573540687561035
spatial::2:8,1,NA,1.350060926445999,1.350060926445999,2.033146858215332
spatial::2:9,5,-0.03475799803247792,1.3368026826404347,0.8964008109702115,2.21144437789917
spatial::20:-7,1,NA,1.34618709161535,1.34618709161535,2.0363337993621826
spatial::20:7,1,NA,1.1334070602025639,1.1334070602025639,2.0042483806610107
spatial::20:8,3,-5.820568722089223,0.9224703124604418,0.8936673247827042,2.043715715408325
spatial::20:9,1,NA,NA,NA,1.8972656726837158
spatial::21:8,1,NA,1.082456286200716,1.082456286200716,1.9670565128326416
spatial::21:9,1,NA,1.8110225810360578,1.8110225810360578,2.112029790878296
spatial::23:9,1,NA,1.8144023731243752,1.8144023731243752,1.9696836471557617
spatial::24:-5,1,NA,0.13913733077777302,0.13913733077777302,1.9706292152404785
spatial::24:8,5,-0.003262476492149835,1.3463530274607785,1.2322641051526946,1.7711193561553955
spatial::25:-9,1,NA,0.46251547152594963,0.46251547152594963,1.9965124130249023
spatial::28:-10,1,NA,2.124453091951547,2.124453091951547,1.9604268074035645
spatial::3:10,5,0.6535485353781213,1.1041396314267047,0.9720645521962248,1.9371414184570312
spatial::3:11,4,0.7535538202330294,0.7124591637820104,0.6641713441562679,2.0676047801971436
spatial::3:12,3,-7.439740390882127,1.0692131729090595,0.7700858406896266,1.9450783729553223
spatial::3:13,1,NA,1.0090531723312672,1.0090531723312672,1.9345991611480713
spatial::3:15,1,NA,0.8779124959913176,0.8779124959913176,2.008512258529663
spatial::3:7,1,NA,1.6574250571073392,1.6574250571073392,1.9436657428741455
spatial::3:8,3,-5.51218271411661,1.2713144986684235,1.024776567827902,1.977592945098877
spatial::30:-4,1,NA,0.6173209185821742,0.6173209185821742,1.961379051208496
spatial::4:1,1,NA,0.39261386302250845,0.39261386302250845,1.7837574481964111
spatial::4:10,1,NA,0.027955200497535415,0.027955200497535415,1.9704890251159668
spatial::4:11,1,NA,1.6270762990790404,1.6270762990790404,1.9691851139068604
spatial::4:12,1,NA,2.284106883853597,2.284106883853597,2.2571299076080322
spatial::4:8,3,0.2405810897381817,2.069471463449666,2.0099579096180222,2.381467580795288
spatial::4:9,1,NA,1.6532354207817734,1.6532354207817734,1.9342968463897705
spatial::5:10,4,-6.3231164605947,2.2637722765511827,1.7532287295892146,2.0318949222564697
spatial::5:11,1,NA,2.124136184370718,2.124136184370718,2.1074159145355225
spatial::5:9,2,0.21305173202066752,1.1818586695695181,0.9900113799927945,2.101983070373535
spatial::6:11,2,0.9973690318348628,0.050462731239784814,0.049789957095381254,1.9575161933898926
spatial::6:3,1,NA,0.5830096268229723,0.5830096268229723,1.9507524967193604
