trait,rmse_mean,rmse_median,rmse_sd,folds,nrounds,eta
leaf_area_mm2,0.6060928217531039,0.711926389318933,0.23618158259960143,3,1000,0.1
seed_mass_mg,1.7562582058525738,1.7248754360170222,0.26892202993652786,3,1000,0.1
