fold,n_test,r2,rmse,mae,elapsed_sec
loso::lactuca_serriola,1,NA,1.2367284662599305,1.2367284662599305,13.100343704223633
loso::lactuca_tatarica,1,NA,0.2644406585935877,0.2644406585935877,8.351908683776855
loso::lamium_album,1,NA,0.4367910940393305,0.4367910940393305,8.688421964645386
loso::lamium_amplexicaule,1,NA,0.6332810241831508,0.6332810241831508,6.1156134605407715
loso::lamium_maculatum,1,NA,0.5261924075488427,0.5261924075488427,6.181701898574829
loso::lapsana_communis,1,NA,0.23548329478054253,0.23548329478054253,18.88752794265747
loso::larix_decidua,1,NA,1.6614130780034886,1.6614130780034886,7.599884033203125
loso::larix_gmelinii,1,NA,0.7966021188466721,0.7966021188466721,6.3208465576171875
loso::laserpitium_latifolium,1,NA,0.5880065926716727,0.5880065926716727,8.971470594406128
loso::laserpitium_nitidum,1,NA,1.599933824042866,1.599933824042866,6.109967470169067
loso::lathyrus_linifolius,1,NA,0.19944128543713546,0.19944128543713546,7.822862863540649
loso::lathyrus_pratensis,1,NA,1.0162138650314758,1.0162138650314758,6.301923751831055
loso::lathyrus_vernus,1,NA,0.3270249613313352,0.3270249613313352,9.275882482528687
loso::lepidium_densiflorum,1,NA,1.0117903465128686,1.0117903465128686,5.182970285415649
loso::lepidium_latifolium,1,NA,0.5034304665785116,0.5034304665785116,7.294119834899902
loso::lepidium_ruderale,1,NA,0.45323324873698656,0.45323324873698656,28.391225576400757
loso::leucanthemum_heterophyllum,1,NA,0.7991452883463097,0.7991452883463097,6.579695224761963
loso::leucanthemum_ircutianum,1,NA,0.2235412906242984,0.2235412906242984,9.269148588180542
loso::leucanthemum_vulgare,1,NA,0.10823358120806681,0.10823358120806681,9.28884220123291
loso::leucojum_vernum,1,NA,1.6863404145054322,1.6863404145054322,6.098461151123047
loso::lilium_bulbiferum,1,NA,0.31027885453125226,0.31027885453125226,6.163204669952393
loso::lilium_martagon,1,NA,0.5156891620751818,0.5156891620751818,8.832369089126587
loso::linaria_alpina,1,NA,0.44943371005730404,0.44943371005730404,6.007345914840698
loso::linaria_dalmatica,1,NA,2.4648114929786216,2.4648114929786216,6.100984811782837
loso::linaria_vulgaris,1,NA,0.9544051501933848,0.9544051501933848,6.245717525482178
loso::lindernia_dubia,1,NA,NA,NA,9.486043453216553
loso::linnaea_borealis,1,NA,0.35312069949025293,0.35312069949025293,6.103436470031738
loso::linum_catharticum,1,NA,1.1136286496397974,1.1136286496397974,7.747307538986206
loso::linum_perenne,1,NA,2.327521135233334,2.327521135233334,11.527209043502808
loso::littorella_uniflora,1,NA,3.577315897920191,3.577315897920191,7.7448647022247314
loso::lobelia_dortmanna,1,NA,4.123999733921069,4.123999733921069,9.839012145996094
loso::lolium_multiflorum,1,NA,0.3355812597939005,0.3355812597939005,9.317105293273926
loso::lolium_perenne,1,NA,0.09642552518918723,0.09642552518918723,10.08848786354065
loso::lonicera_caprifolium,1,NA,0.03771594381590049,0.03771594381590049,9.411766767501831
loso::lonicera_implexa,1,NA,0.4303702321323226,0.4303702321323226,7.607641220092773
loso::lupinus_perennis,1,NA,1.0566480208473892,1.0566480208473892,7.59791374206543
loso::luzula_alpinopilosa,1,NA,0.24516083754934925,0.24516083754934925,9.960948467254639
loso::luzula_campestris,1,NA,0.15065852009365077,0.15065852009365077,7.834718227386475
loso::luzula_forsteri,1,NA,0.5789788350951426,0.5789788350951426,6.688124656677246
loso::luzula_nivea,1,NA,1.9778416715158746,1.9778416715158746,7.767421245574951
loso::luzula_spicata,1,NA,0.6843293907891237,0.6843293907891237,6.185140609741211
loso::luzula_sudetica,1,NA,0.882533296743274,0.882533296743274,11.296145677566528
loso::lycopus_europaeus,1,NA,2.6757363225245676,2.6757363225245676,6.1961517333984375
loso::lysimachia_europaea,1,NA,0.56571701737822,0.56571701737822,5.313194274902344
loso::lysimachia_maritima,1,NA,0.49297832462471547,0.49297832462471547,6.4621357917785645
loso::lysimachia_nummularia,1,NA,0.09212845014195103,0.09212845014195103,8.674505949020386
loso::lysimachia_vulgaris,1,NA,0.7484207092060391,0.7484207092060391,6.247369766235352
loso::maackia_amurensis,1,NA,1.5462678740133127,1.5462678740133127,10.4296715259552
loso::magnolia_grandiflora,1,NA,NA,NA,6.33597993850708
loso::maianthemum_bifolium,1,NA,0.5202892995213837,0.5202892995213837,6.194879531860352
loso::malus_sylvestris,1,NA,0.09926540299664044,0.09926540299664044,9.272023916244507
