trait,mean_cv,median_cv,max_cv,mean_std,median_std,max_std,production_mean_match,n_high_variance,pct_high_variance
logLA,0.07488271618421576,0.06879105779790831,2.1081851067789192,0.4060721907260258,0.4770641804796131,1.8110369728674032,3.222574117278665e-16,4309,36.89212328767123
logNmass,0.03352554945056625,0.038703052429281196,0.18242617877725445,0.09830268795395128,0.11814770959754214,0.40138380836444515,1.9611405345947114e-16,125,1.0702054794520548
logLDMC,0.08647352511084605,0.09131193139168003,0.6363579150446781,0.1221542901652238,0.13730143513629703,0.4633318539845506,1.135679497551734e-16,4978,42.61986301369863
logSLA,0.05353011275593519,0.05403841824691079,0.6789972017454772,0.1337698298680923,0.15301692953915264,0.5274082427380297,1.7059341952761784e-16,2640,22.602739726027398
logH,0.22795596879985325,1.2771905053161975e-16,172.15577869229716,0.12362308464192309,5.851389114294502e-17,2.0344712808926144,1.0199763749907806e-16,2640,22.602739726027398
logSM,1.0220513864225609,1.4949188041131752e-16,2092.63313174655,0.29990886159162733,2.340555645717801e-16,2.3910609018668696,1.5814686677173627e-16,3900,33.39041095890411
